CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Meas_Rpt,Meas_Exp,Pert_Rpt,Pert_Exp,CRS_Rpt,CRS_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,HPSA_Ind
Alabama,Autauga,48612,82.0,10.4,26.9,62.3,9.8,0.9,80.7,17.3,0.5,0.6,1.7,74.9,21.8,8.1,1.6,14.3,5.1,1.4,12.9,5.9,28.0,34.1,15.9,172.4,65.3,16.6,6690.0,774.0,1727.0,2680,2394,2.0,4.0,50.0,31.0,4.0,11.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,11.0,0.0,0.0,8.0,2.0,27.8,78.6,24.5,29.1,26.6,14.2,5690.0,2
Alabama,Baldwin,162586,102.0,10.2,23.5,60.3,14.5,1.8,88.4,9.9,0.5,0.4,2.3,76.6,15.4,8.6,1.9,15.3,4.3,1.9,15.3,7.1,25.4,22.5,15.3,156.5,62.1,14.3,20254.0,2533.0,4933.0,9354,7753,2.0,4.0,99.0,67.0,41.0,13.0,0.0,4.0,2.0,22.0,17.0,9.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,27.2,76.2,23.6,30.5,24.6,7.2,19798.0,2
Alabama,Barbour,28414,32.0,22.1,24.3,62.5,11.6,1.6,52.2,46.8,0.4,0.3,3.1,74.5,21.4,11.0,1.9,16.7,7.7,1.1,26.0,7.1,50.2,30.5,23.4,95.3,70.6,10.3,6729.0,569.0,1302.0,1618,1403,0.0,0.0,53.0,29.0,1.0,16.0,0.0,0.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0,,,25.6,,17.7,6.6,5126.0,2
Alabama,Bibb,21516,35.0,16.8,24.6,63.3,10.9,1.2,76.8,22.5,0.3,0.1,1.4,73.2,19.4,8.7,1.7,13.7,6.5,0.9,16.3,9.8,30.2,30.1,17.4,184.7,64.6,14.8,5355.0,358.0,900.0,1218,1034,2.0,2.0,9.0,32.0,3.0,16.0,0.0,0.0,2.0,14.0,4.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,6.0,,86.6,,,,13.1,3315.0,1
Alabama,Blount,55725,86.0,11.9,24.5,62.1,12.1,1.3,97.1,1.5,0.5,0.2,6.3,76.1,25.8,7.6,1.5,12.8,5.0,1.3,16.7,9.0,19.3,30.2,16.8,148.2,71.7,14.4,11181.0,819.0,2217.0,3164,2675,1.0,5.0,25.0,31.0,11.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,3.0,33.5,74.6,24.2,,23.6,8.4,8131.0,1
Alabama,Bullock,11055,18.0,26.2,24.7,63.2,10.0,2.2,27.8,71.4,0.4,0.2,5.9,71.9,,13.7,2.8,22.6,10.8,1.2,34.4,13.3,66.6,30.4,23.0,221.4,49.9,,2848.0,327.0,448.0,626,565,0.0,1.0,17.0,20.0,7.0,7.0,0.0,0.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,5.0,,,,,,,2295.0,1
Alabama,Butler,20766,27.0,20.0,25.6,58.5,13.6,2.4,57.5,41.9,0.2,0.3,0.9,73.0,21.6,9.8,1.8,15.7,9.0,1.2,20.3,5.8,50.2,20.5,17.8,229.0,52.5,11.9,4363.0,537.0,976.0,1164,1029,0.0,0.0,23.0,39.0,5.0,17.0,0.0,0.0,0.0,9.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,21.0,24.5,,22.0,,27.3,9.5,4055.0,2
Alabama,Calhoun,112141,184.0,16.4,24.1,61.6,12.7,1.5,78.3,19.7,0.4,0.8,2.0,73.1,26.7,9.0,1.9,14.1,4.8,0.8,12.1,9.5,26.3,26.4,18.4,189.3,73.5,13.6,19546.0,2182.0,5722.0,6400,5545,0.0,3.0,31.0,54.0,33.0,33.0,1.0,0.0,2.0,10.0,7.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,7.0,29.2,81.9,27.0,33.2,25.5,11.2,16456.0,2
Alabama,Chambers,35460,59.0,16.2,24.8,59.5,13.5,2.2,60.8,38.6,0.1,0.2,1.2,73.8,32.3,9.3,2.0,15.2,7.3,0.9,17.6,7.5,49.4,25.3,13.8,110.8,63.1,12.8,8718.0,849.0,1470.0,2005,1647,0.0,2.0,32.0,29.0,1.0,9.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,34.7,84.6,,,11.7,17.1,5533.0,2
Alabama,Cherokee,24522,44.0,15.2,21.9,61.4,15.2,1.4,93.3,5.5,0.3,0.3,1.1,75.3,,8.4,1.2,12.2,7.6,0.9,14.1,7.4,26.1,11.0,15.3,160.4,54.1,17.7,6398.0,464.0,1154.0,1436,1140,1.0,2.0,6.0,35.0,6.0,9.0,1.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,,,,,23.6,13.3,3583.0,1
Alabama,Chilton,41744,60.0,14.9,25.0,62.6,11.3,1.2,88.3,10.5,0.3,0.4,3.7,74.1,26.0,9.1,1.7,14.6,5.7,0.9,22.2,10.5,22.9,16.2,13.7,188.1,63.6,13.3,9484.0,685.0,1887.0,2355,2009,0.0,2.0,13.0,28.0,0.0,8.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,30.3,82.8,31.2,26.5,30.0,6.0,6130.0,2
Alabama,Choctaw,14807,16.0,18.7,24.9,59.5,13.7,2.0,55.7,43.9,0.1,0.1,0.8,74.6,29.8,10.2,1.4,13.6,7.3,0.9,24.4,10.8,42.7,30.2,21.1,221.0,65.7,9.4,3499.0,325.0,589.0,837,701,0.0,0.0,21.0,29.0,4.0,24.0,0.0,0.0,0.0,18.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,,,,,17.1,13.5,2677.0,1
Alabama,Clarke,27269,22.0,19.2,27.3,58.5,12.4,1.8,55.8,43.7,0.2,0.2,0.7,74.0,,9.8,2.2,17.6,7.1,0.8,25.7,7.1,42.5,21.4,25.6,190.2,52.7,8.9,5196.0,594.0,972.0,1494,1290,0.0,0.0,12.0,28.0,1.0,15.0,3.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,31.5,,,,,15.8,4593.0,2
Alabama,Clay,13964,23.0,14.0,22.4,60.3,14.9,2.5,84.2,15.0,0.3,0.1,2.1,74.9,,8.2,1.7,13.2,6.9,0.6,17.4,10.2,27.9,14.4,12.5,222.8,54.2,11.2,3333.0,266.0,624.0,814,664,2.0,1.0,14.0,18.0,3.0,4.0,0.0,0.0,1.0,11.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,,,,,23.9,12.2,2320.0,1
Alabama,Cleburne,14460,26.0,14.0,23.3,62.6,12.8,1.4,95.3,3.8,0.3,0.2,1.8,75.3,,8.5,1.7,12.3,6.7,0.8,11.9,7.0,14.8,12.7,14.9,148.9,50.1,30.1,3695.0,234.0,597.0,833,697,1.0,1.0,15.0,26.0,4.0,12.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,,,,,,10.5,2107.0,1
Alabama,Coffee,45567,67.0,13.7,24.5,61.1,12.9,1.5,77.9,18.5,0.9,1.2,3.2,75.9,19.1,8.9,1.2,14.8,5.4,1.1,17.1,2.9,26.9,23.8,17.7,191.7,73.8,13.1,8316.0,694.0,1940.0,2590,2179,1.0,2.0,85.0,31.0,81.0,9.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,23.3,,25.5,31.3,23.0,10.3,6764.0,2
Alabama,Colbert,54660,92.0,14.0,23.0,60.9,14.0,2.0,81.9,16.7,0.4,0.3,1.3,75.3,20.3,10.4,1.9,15.8,5.6,0.9,15.7,8.2,31.3,34.6,25.8,171.1,64.9,15.1,10160.0,1203.0,2463.0,3162,2606,0.0,5.0,28.0,36.0,1.0,8.0,1.0,3.0,0.0,5.0,5.0,5.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,3.0,30.2,76.9,30.1,,21.7,13.6,8141.0,2
Alabama,Conecuh,13257,16.0,22.0,25.3,59.3,13.4,2.1,55.3,44.1,0.2,0.1,0.9,73.0,19.1,12.7,2.7,19.2,6.7,1.1,30.6,14.4,49.1,25.9,19.3,189.1,58.4,13.2,2872.0,296.0,576.0,746,635,0.0,1.0,19.0,24.0,3.0,8.0,1.0,0.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,6.0,,,,,12.3,8.2,2657.0,1
Alabama,Coosa,11162,17.0,13.4,23.2,61.2,13.8,1.8,67.6,31.6,0.3,0.1,1.5,74.9,18.3,12.3,2.6,16.7,7.5,0.9,18.5,13.9,43.7,24.3,19.6,180.2,61.4,,2707.0,231.0,422.0,645,517,0.0,1.0,4.0,23.0,5.0,11.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,,,,,,15.0,2028.0,1
Alabama,Covington,37003,36.0,17.5,23.4,58.7,15.5,2.5,86.1,12.6,0.5,0.3,0.9,74.7,22.0,8.6,1.7,13.4,5.7,0.8,18.3,6.2,33.1,25.6,17.1,172.7,76.1,10.7,8116.0,686.0,1763.0,2131,1748,0.0,2.0,36.0,30.0,9.0,22.0,2.0,2.0,2.0,9.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,6.0,28.8,,30.2,,27.8,12.1,6094.0,2
Alabama,Crenshaw,13727,23.0,17.6,24.2,58.7,14.9,2.3,74.6,24.6,0.4,0.1,0.8,73.7,,8.3,1.7,14.0,6.8,0.9,15.6,11.4,37.0,26.7,16.7,152.3,65.9,11.2,3755.0,271.0,692.0,783,651,0.0,0.0,21.0,20.0,3.0,7.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,16.0,5.0,,,,,,,2504.0,1
Alabama,Cullman,79886,108.0,13.3,23.9,61.3,13.3,1.5,97.3,1.2,0.4,0.3,3.1,75.3,23.8,8.8,1.2,14.5,4.6,1.2,11.0,6.9,20.7,26.6,16.7,203.6,67.7,9.1,16275.0,1367.0,3993.0,4572,3803,0.0,8.0,60.0,51.0,15.0,12.0,3.0,4.0,5.0,8.0,3.0,8.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,4.0,29.4,76.2,22.2,35.0,27.6,10.0,11912.0,2
Alabama,Dale,48748,87.0,15.8,27.7,59.4,11.8,1.2,75.5,20.9,0.5,1.3,3.2,75.5,23.9,8.4,1.6,14.1,4.1,0.9,12.6,7.9,28.1,19.3,20.0,195.9,72.3,10.8,7021.0,828.0,1811.0,2655,2280,0.0,2.0,73.0,42.0,17.0,17.0,1.0,0.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,30.4,79.5,25.0,,29.3,12.1,7831.0,1
Alabama,Dallas,44366,45.0,25.0,29.0,57.4,12.1,1.5,32.4,66.9,0.1,0.3,0.6,72.1,25.1,11.6,2.5,17.6,9.1,1.1,30.5,9.6,66.6,26.1,31.5,185.3,65.9,8.4,8207.0,1260.0,2183.0,2378,2155,0.0,0.0,30.0,44.0,9.0,21.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,7.0,31.5,85.9,36.6,,20.4,11.5,9242.0,2
Alabama,DeKalb,67271,86.0,15.1,25.0,61.2,12.3,1.6,96.0,1.8,0.8,0.3,8.8,75.1,22.0,9.1,1.4,15.8,5.5,0.9,22.0,7.7,26.6,23.1,13.7,171.9,49.9,10.9,16525.0,1414.0,2949.0,3790,3150,2.0,3.0,21.0,46.0,12.0,23.0,1.0,3.0,4.0,10.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,37.0,80.7,24.3,35.3,19.1,7.8,12260.0,2
Alabama,Elmore,73937,119.0,12.5,25.1,64.0,9.8,1.2,77.3,20.7,0.4,0.5,1.7,75.2,15.1,8.6,1.7,14.2,4.8,1.5,13.3,7.6,31.0,34.1,16.9,138.8,63.8,8.5,10979.0,1091.0,2028.0,4170,3646,3.0,7.0,70.0,51.0,15.0,14.0,1.0,3.0,5.0,7.0,0.0,7.0,0.0,0.0,3.0,14.0,0.0,0.0,8.0,0.0,27.7,85.0,24.8,23.0,22.6,5.5,8320.0,2
Alabama,Escambia,38082,40.0,18.6,24.4,61.4,12.5,1.7,64.3,31.7,2.9,0.3,1.0,73.2,31.2,11.2,2.7,16.9,6.0,1.5,21.3,12.3,43.0,32.3,14.4,221.2,67.1,11.0,8120.0,721.0,1763.0,2165,1834,1.0,0.0,51.0,38.0,25.0,21.0,2.0,0.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,4.0,34.3,87.1,33.7,,26.1,11.4,6490.0,2
Alabama,Etowah,103189,193.0,15.7,24.0,60.3,13.9,1.8,83.8,14.6,0.3,0.5,2.4,73.5,24.1,8.5,1.3,13.6,5.9,1.0,19.1,8.7,30.2,27.7,16.2,188.6,71.7,15.7,18341.0,1982.0,4505.0,5897,4895,0.0,3.0,35.0,49.0,8.0,31.0,3.0,0.0,4.0,9.0,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,26.0,6.0,34.1,81.4,27.1,38.2,31.5,10.2,16180.0,2
Alabama,Fayette,18228,29.0,16.1,23.5,60.4,13.6,2.4,87.4,11.8,0.2,0.3,0.9,73.9,32.7,8.7,1.4,13.4,8.1,0.7,11.7,7.3,22.6,19.2,15.6,157.6,60.0,12.0,4298.0,315.0,931.0,1049,862,0.0,2.0,32.0,24.0,1.0,6.0,0.0,0.0,2.0,15.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,,,32.7,,21.2,12.7,2358.0,2
Alabama,Franklin,30737,48.0,17.4,24.6,60.2,13.7,1.5,94.1,4.2,0.4,0.6,10.7,73.6,25.0,7.7,1.3,14.2,5.1,0.7,19.4,11.5,20.4,33.3,15.5,173.3,70.1,13.8,7922.0,664.0,1479.0,1742,1456,0.0,2.0,26.0,20.0,4.0,6.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,2.0,28.9,85.5,,,,7.2,5977.0,2
Alabama,Geneva,25735,45.0,17.6,22.9,59.9,15.1,2.1,87.8,10.8,0.7,0.2,2.0,74.7,25.6,7.7,0.7,11.9,7.2,0.6,19.4,7.1,25.3,22.8,14.6,212.0,68.3,13.3,6209.0,409.0,1293.0,1492,1218,2.0,3.0,69.0,38.0,7.0,10.0,0.0,0.0,1.0,8.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,,,34.5,,,9.4,4759.0,1
Alabama,Greene,9661,15.0,24.9,28.0,57.9,12.0,2.1,19.9,79.7,0.1,0.2,0.7,72.7,,13.4,3.2,18.9,9.5,1.5,37.0,10.2,70.8,39.4,16.9,151.1,51.5,15.0,2156.0,210.0,429.0,524,468,0.0,1.0,11.0,17.0,6.0,6.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,11.0,4.0,,,,,,7.1,2384.0,1
Alabama,Hale,18316,28.0,20.6,26.8,60.6,10.9,1.7,40.3,59.2,0.1,0.2,0.9,72.7,,11.5,2.9,17.0,9.0,1.1,27.0,13.8,54.1,29.5,21.4,184.8,61.7,7.0,4080.0,325.0,877.0,1011,912,3.0,0.0,21.0,31.0,7.0,14.0,1.0,0.0,1.0,7.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,17.0,,,,,,5.2,3422.0,1
Alabama,Henry,16610,30.0,16.3,23.7,60.4,13.9,2.1,67.6,31.7,0.2,0.0,2.1,74.5,,9.7,2.6,13.9,6.3,1.0,18.1,7.6,37.5,31.4,17.2,181.8,62.8,8.9,3793.0,294.0,585.0,951,789,0.0,2.0,28.0,21.0,10.0,5.0,0.0,0.0,1.0,13.0,2.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,5.0,,,,,,8.0,2556.0,2
Alabama,Houston,94249,162.0,15.3,25.9,60.2,12.1,1.8,72.2,25.9,0.4,0.7,1.6,75.7,21.9,8.6,2.1,13.1,5.2,1.1,18.1,8.0,36.9,29.0,16.8,152.8,61.3,7.6,14840.0,1547.0,3259.0,5260,4426,6.0,4.0,162.0,76.0,44.0,36.0,1.0,0.0,2.0,13.0,8.0,13.0,0.0,0.0,9.0,9.0,0.0,0.0,7.0,4.0,32.9,77.7,29.5,34.0,25.0,8.8,14235.0,2
Alabama,Jackson,53650,50.0,14.5,23.7,61.7,13.1,1.5,92.6,3.8,1.6,0.3,1.6,74.5,22.6,9.3,1.6,14.4,4.5,0.6,13.6,6.4,27.6,26.4,19.7,187.2,69.3,12.5,12355.0,1219.0,2452.0,3076,2497,1.0,3.0,18.0,46.0,1.0,16.0,3.0,0.0,7.0,5.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,5.0,34.0,82.3,29.4,29.2,37.0,6.1,7294.0,2
Alabama,Jefferson,657229,591.0,14.4,25.2,61.4,11.7,1.7,56.8,41.2,0.2,1.1,2.3,73.6,17.7,10.8,2.4,16.0,4.7,2.0,18.1,11.3,40.2,27.2,22.0,145.6,59.6,11.3,83737.0,12866.0,25084.0,36995,31672,12.0,20.0,231.0,277.0,169.0,277.0,15.0,20.0,25.0,99.0,91.0,79.0,0.0,0.0,19.0,59.0,0.0,0.0,43.0,119.0,29.0,79.1,27.1,31.9,23.4,9.7,87428.0,2
Alabama,Lamar,14962,25.0,16.1,22.5,60.4,15.1,2.1,88.1,11.4,0.2,0.1,1.5,73.9,,8.9,2.5,14.0,4.8,0.6,10.8,15.6,20.3,23.9,21.6,167.3,64.9,13.7,3708.0,316.0,627.0,871,700,0.0,2.0,17.0,20.0,7.0,5.0,0.0,0.0,0.0,13.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,,,,,,3.2,2237.0,2
Alabama,Lauderdale,87691,131.0,15.6,22.9,61.2,14.3,1.7,88.9,9.7,0.3,0.4,1.2,76.4,23.4,9.6,1.3,17.6,3.9,1.1,7.3,5.4,26.9,25.8,18.5,133.4,60.5,12.6,14143.0,1922.0,3957.0,5087,4340,1.0,9.0,45.0,57.0,1.0,13.0,0.0,4.0,2.0,9.0,4.0,9.0,0.0,0.0,4.0,13.0,0.0,0.0,3.0,4.0,25.8,77.1,23.8,34.7,21.1,6.7,11424.0,2
Alabama,Lawrence,34605,50.0,14.4,24.6,62.7,11.5,1.2,79.5,12.1,5.4,0.1,1.4,74.3,28.8,8.2,1.6,12.9,5.5,1.0,13.1,5.3,28.0,19.1,14.3,207.7,59.1,10.9,8128.0,811.0,1423.0,1965,1650,0.0,2.0,20.0,24.0,1.0,7.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,31.9,85.2,19.9,,28.5,9.2,5396.0,1
Alabama,Lee,123254,202.0,15.1,25.1,66.5,7.6,0.9,74.1,23.0,0.2,1.8,1.6,75.3,16.6,7.9,1.8,12.3,4.5,1.7,14.2,8.3,23.4,29.0,18.0,164.7,55.1,9.9,12989.0,1982.0,3886.0,6997,7710,0.0,6.0,173.0,99.0,37.0,35.0,0.0,0.0,10.0,12.0,3.0,6.0,10.0,0.0,0.0,6.0,0.0,0.0,4.0,12.0,25.9,74.9,21.7,24.5,27.1,7.8,17335.0,2
Alabama,Limestone,70469,124.0,11.8,24.1,64.2,10.5,1.1,85.1,13.2,0.5,0.5,3.3,75.5,18.0,9.0,1.5,14.7,5.2,1.4,15.6,7.3,25.6,20.5,18.7,167.7,48.2,13.4,12210.0,1370.0,2864.0,4019,3408,4.0,7.0,19.0,50.0,1.0,13.0,0.0,3.0,2.0,7.0,6.0,7.0,0.0,0.0,2.0,13.0,0.0,0.0,3.0,0.0,30.4,79.5,26.0,,25.0,8.1,8934.0,2
Alabama,Lowndes,13076,18.0,23.3,29.0,58.2,11.3,1.5,27.9,71.7,0.1,0.1,0.8,71.7,,11.6,2.4,20.2,9.9,0.5,23.5,12.6,65.0,19.9,14.2,112.1,45.4,8.2,2939.0,361.0,462.0,703,634,0.0,0.0,11.0,24.0,2.0,20.0,1.0,0.0,0.0,15.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,7.0,,,,,,9.6,2951.0,2
Alabama,Macon,22810,37.0,25.8,27.0,58.6,12.4,2.0,15.7,82.8,0.1,0.9,1.0,71.9,22.8,11.1,2.6,17.5,9.3,1.6,30.2,13.0,60.5,25.9,30.8,243.7,57.1,11.7,4027.0,444.0,850.0,1267,1319,0.0,2.0,29.0,29.0,24.0,12.0,0.0,0.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,2.0,,,,,15.7,13.6,4325.0,1
Alabama,Madison,298192,370.0,10.9,25.5,62.5,10.9,1.1,71.7,23.5,0.8,2.1,2.2,76.1,13.7,9.2,1.5,15.1,4.0,2.3,8.5,9.1,29.3,30.9,17.0,114.2,58.2,10.6,28690.0,4944.0,9467.0,16746,14705,5.0,9.0,105.0,120.0,17.0,51.0,8.0,9.0,5.0,26.0,20.0,17.0,0.0,0.0,11.0,17.0,0.0,0.0,22.0,9.0,22.9,75.6,23.1,24.9,21.3,6.5,35743.0,2
Alabama,Marengo,21879,22.0,20.1,27.8,57.9,12.5,1.8,47.1,52.2,0.1,0.3,1.8,74.0,,11.2,2.0,17.5,7.0,1.1,22.9,12.2,49.2,26.5,17.5,175.7,64.9,4.8,3964.0,453.0,857.0,1193,1055,1.0,0.0,43.0,36.0,19.0,14.0,4.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,27.0,,,,,15.6,11.3,4074.0,2
Alabama,Marion,30154,41.0,16.8,22.4,60.7,14.8,2.2,95.0,3.9,0.3,0.2,1.5,73.9,27.7,8.2,1.8,12.5,4.8,1.2,8.0,8.8,16.4,24.6,17.8,198.9,75.2,13.4,7912.0,553.0,1450.0,1758,1393,1.0,2.0,32.0,20.0,3.0,6.0,2.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,,84.8,30.9,,,10.1,5205.0,2
Alabama,Marshall,85634,151.0,15.2,25.7,60.4,12.5,1.4,96.6,1.6,0.5,0.4,8.5,73.9,22.5,8.3,1.0,14.3,6.8,1.0,21.5,7.9,27.9,16.6,16.4,151.9,75.9,15.7,17599.0,1461.0,3402.0,4779,3984,3.0,4.0,37.0,70.0,7.0,25.0,1.0,0.0,8.0,8.0,8.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,8.0,34.8,82.1,27.5,36.8,31.6,7.2,14593.0,2
Alabama,Mobile,401427,326.0,18.5,27.6,60.3,10.8,1.3,62.2,34.5,0.7,1.6,1.3,73.5,19.2,11.3,2.7,18.1,6.0,1.6,15.0,10.0,41.4,30.1,20.6,186.8,65.3,10.9,59807.0,8140.0,9386.0,21921,19559,3.0,12.0,354.0,204.0,534.0,156.0,9.0,12.0,3.0,48.0,43.0,48.0,0.0,0.0,6.0,48.0,0.0,0.0,14.0,24.0,30.8,76.2,26.6,27.2,25.1,6.6,65687.0,2
Alabama,Monroe,23733,23.0,17.7,27.4,58.4,12.3,1.9,57.0,41.0,1.0,0.3,0.8,74.7,11.7,10.9,2.1,17.9,8.1,0.8,25.9,7.8,44.3,21.7,19.5,172.4,56.8,12.6,4953.0,538.0,802.0,1299,1132,0.0,0.0,43.0,39.0,16.0,15.0,1.0,0.0,1.0,7.0,1.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,29.0,,,,,,8.1,4269.0,2
Alabama,Montgomery,221619,281.0,18.0,27.3,60.9,10.3,1.5,45.1,52.5,0.2,1.2,1.4,74.6,16.3,10.4,2.3,15.9,5.5,1.4,17.7,9.5,47.9,28.9,18.6,171.6,59.6,10.2,27476.0,4395.0,7028.0,12171,11178,4.0,13.0,186.0,127.0,76.0,120.0,1.0,7.0,10.0,27.0,20.0,27.0,0.0,0.0,11.0,13.0,0.0,0.0,192.0,27.0,28.2,75.6,23.9,27.8,20.7,8.5,32259.0,2
Alabama,Morgan,113740,195.0,13.2,24.8,62.0,11.8,1.4,85.7,11.8,0.7,0.7,4.6,75.2,18.3,8.7,1.5,14.3,5.3,1.3,20.0,5.2,29.0,24.9,20.7,127.1,70.7,15.5,18217.0,2266.0,4163.0,6428,5407,1.0,3.0,39.0,44.0,11.0,13.0,1.0,3.0,16.0,7.0,4.0,7.0,0.0,0.0,4.0,10.0,0.0,0.0,10.0,7.0,23.4,74.5,22.5,32.7,28.9,6.7,16097.0,2
Alabama,Perry,11371,16.0,28.6,31.6,54.2,12.3,1.9,30.0,69.6,0.1,0.1,0.9,73.2,,11.9,2.7,18.3,10.7,2.0,30.8,10.2,67.7,29.9,27.7,149.0,50.3,,2502.0,288.0,476.0,592,581,0.0,1.0,2.0,20.0,6.0,7.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,,,,,,,2776.0,1
Alabama,Pickens,20178,23.0,19.3,26.3,57.6,14.1,2.0,57.2,42.4,0.1,0.1,0.8,73.5,20.7,11.5,2.4,16.9,9.2,0.8,20.9,8.2,48.6,17.7,17.1,122.9,55.1,9.9,4021.0,397.0,872.0,1121,973,0.0,0.0,34.0,38.0,4.0,17.0,0.0,0.0,1.0,8.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,21.0,,,,,15.2,12.8,3606.0,1
Alabama,Pike,29639,44.0,20.3,25.4,62.0,11.4,1.2,60.2,36.8,0.6,1.0,1.6,73.7,22.0,9.3,2.0,16.7,6.8,1.0,23.1,9.1,47.9,23.5,24.9,173.3,48.4,11.9,5590.0,545.0,1040.0,1668,1638,0.0,1.0,51.0,24.0,7.0,18.0,0.0,1.0,1.0,7.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,24.2,,29.1,,16.5,11.3,5696.0,2
Alabama,Randolph,22717,39.0,15.7,25.1,58.5,14.4,2.0,76.8,22.1,0.3,0.4,1.3,74.9,17.3,9.8,2.1,16.0,7.8,0.5,16.6,9.0,34.9,30.9,23.7,204.9,51.9,17.3,5839.0,535.0,956.0,1281,1084,1.0,0.0,23.0,33.0,1.0,9.0,0.0,0.0,4.0,13.0,3.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,7.0,35.2,,,,22.1,8.1,3575.0,2
