CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Meas_Rpt,Meas_Exp,Pert_Rpt,Pert_Exp,CRS_Rpt,CRS_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,HPSA_Ind
New York,Suffolk,1474927,1617.0,7.3,26.2,61.5,10.8,1.5,87.4,7.8,0.3,3.3,12.5,77.9,14.8,7.2,1.3,11.2,1.4,4.1,15.0,5.2,22.1,30.6,21.4,236.8,54.0,5.2,135578.0,32745.0,32939.0,81402,82968,39.0,44.0,653.0,393.0,181.0,218.0,35.0,0.0,146.0,175.0,28.0,131.0,0.0,0.0,74.0,131.0,0.0,0.0,9.0,175.0,27.5,73.7,19.8,25.2,20.9,6.3,152067.0,2
New York,Sullivan,76539,79.0,13.5,24.1,61.9,12.2,1.8,87.7,9.5,0.2,1.5,10.8,75.4,13.7,7.4,1.5,11.0,4.0,3.1,24.1,9.4,43.8,26.1,23.3,246.3,62.7,12.5,12443.0,1727.0,1818.0,4344,4446,5.0,4.0,46.0,52.0,60.0,26.0,2.0,4.0,8.0,11.0,5.0,7.0,0.0,0.0,13.0,4.0,0.0,0.0,4.0,4.0,25.2,76.7,22.6,24.5,30.9,9.7,10586.0,2
New York,Tioga,51475,99.0,9.6,24.7,61.3,12.4,1.6,97.5,0.8,0.2,0.8,1.3,78.3,9.2,7.7,1.5,10.7,3.5,2.0,13.3,7.3,30.1,20.8,25.8,135.7,53.0,7.9,5310.0,1263.0,1178.0,2901,2971,5.0,8.0,25.0,36.0,0.0,16.0,2.0,3.0,2.0,5.0,1.0,3.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,21.3,80.4,21.7,,24.6,5.7,4843.0,2
New York,Tompkins,100018,210.0,12.9,22.3,67.9,8.2,1.6,84.3,3.8,0.3,9.7,3.5,79.0,9.8,6.6,1.4,9.9,1.9,3.9,14.9,6.3,25.7,22.9,24.7,138.1,50.6,11.0,4777.0,1754.0,1886.0,5882,8505,7.0,10.0,67.0,73.0,18.0,20.0,9.0,5.0,8.0,10.0,7.0,10.0,1.0,0.0,105.0,20.0,0.0,0.0,2.0,0.0,17.4,63.1,18.8,25.2,16.3,4.8,9291.0,2
New York,Ulster,182693,162.0,10.6,22.8,64.0,11.4,1.8,90.6,6.2,0.3,1.6,6.7,77.5,16.6,6.4,1.2,10.6,2.3,4.2,16.3,4.6,32.6,27.8,21.8,193.4,59.6,7.7,22867.0,3969.0,5416.0,10552,11028,4.0,5.0,43.0,70.0,4.0,22.0,11.0,5.0,12.0,11.0,10.0,11.0,0.0,0.0,60.0,16.0,0.0,0.0,3.0,11.0,21.4,71.6,22.7,30.6,23.2,9.5,20894.0,2
New York,Warren,65548,75.0,10.0,22.2,62.1,13.6,2.0,97.6,0.8,0.2,0.7,1.5,77.8,14.7,6.2,1.4,10.5,2.6,2.2,15.7,6.1,31.7,32.9,21.1,148.5,56.1,8.9,7136.0,1638.0,1863.0,3807,3780,107.0,6.0,29.0,41.0,1.0,10.0,4.0,3.0,4.0,6.0,1.0,6.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,3.0,17.7,,22.6,,29.9,11.4,5655.0,2
New York,Washington,63024,75.0,11.0,22.7,63.2,12.4,1.7,95.6,3.3,0.2,0.4,2.4,77.5,17.7,6.4,0.9,9.6,2.9,2.3,18.3,6.0,34.8,20.0,23.8,185.0,68.4,12.9,9079.0,1413.0,1743.0,3642,3743,259.0,12.0,37.0,43.0,2.0,21.0,2.0,0.0,2.0,9.0,1.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,24.9,,25.4,,24.2,5.4,6401.0,2
New York,Wayne,93609,155.0,10.1,25.7,61.6,10.9,1.8,94.8,3.2,0.3,0.6,2.9,77.3,15.7,6.1,1.0,9.4,2.8,2.1,17.7,6.1,33.3,28.6,21.3,160.6,57.1,8.9,11101.0,2475.0,2641.0,5202,5330,6.0,5.0,53.0,66.0,6.0,19.0,7.0,5.0,6.0,9.0,8.0,9.0,0.0,0.0,22.0,19.0,0.0,0.0,1.0,5.0,28.5,69.8,24.9,25.6,29.6,8.1,8778.0,2
New York,Westchester,940807,2174.0,8.7,25.8,60.3,11.8,2.1,77.8,14.9,0.4,5.6,17.8,79.5,13.5,7.4,1.3,11.8,1.4,5.6,15.7,4.5,23.6,25.7,18.7,191.5,41.7,4.8,104051.0,19687.0,31413.0,52131,51969,41.0,28.0,435.0,365.0,81.0,112.0,19.0,28.0,74.0,112.0,25.0,56.0,2.0,0.0,80.0,84.0,0.0,0.0,22.0,28.0,22.7,67.3,15.2,22.7,13.9,6.7,96447.0,2
New York,Wyoming,42693,72.0,10.0,21.9,65.4,10.9,1.7,93.1,5.8,0.3,0.5,3.1,77.9,15.8,4.7,1.2,9.4,2.2,2.6,12.6,7.9,27.1,24.9,27.5,201.7,58.7,9.8,7239.0,1167.0,997.0,2488,2557,4.0,4.0,30.0,30.0,3.0,11.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,2.0,20.0,,25.7,,19.9,6.4,3797.0,1
New York,Yates,24756,73.0,12.8,26.2,58.1,13.8,1.9,98.7,0.7,0.0,0.3,1.2,77.1,,5.6,1.0,8.1,3.2,3.0,29.2,8.2,24.5,25.6,24.5,200.1,63.0,5.9,3226.0,560.0,751.0,1371,1476,13.0,5.0,41.0,34.0,34.0,15.0,4.0,0.0,7.0,15.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,,,,,,7.9,2990.0,2
North Carolina,Alamance,140533,327.0,11.3,25.7,60.5,11.8,1.9,78.5,18.9,0.5,1.2,9.8,75.9,17.9,8.6,1.9,12.8,4.8,1.6,17.7,9.5,37.7,25.4,15.7,152.6,58.3,7.1,21754.0,4098.0,3982.0,8141,9467,0.0,4.0,38.0,61.0,6.0,12.0,1.0,4.0,7.0,8.0,1.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,4.0,25.5,81.1,25.1,27.9,30.2,9.1,19158.0,2
North Carolina,Alexander,35492,136.0,10.4,24.3,62.9,11.4,1.5,92.9,5.3,0.1,1.1,3.1,76.2,18.7,7.5,1.4,11.7,4.5,1.5,18.5,5.1,26.5,27.7,18.6,194.1,53.3,18.4,7695.0,995.0,712.0,2089,2295,1.0,3.0,15.0,20.0,1.0,3.0,2.0,2.0,7.0,3.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.4,91.7,26.7,,25.9,7.1,4202.0,1
North Carolina,Alleghany,10900,46.0,15.7,19.5,60.8,17.3,2.5,97.9,1.5,0.3,0.3,7.8,76.1,,7.1,0.9,12.9,5.1,1.3,12.8,4.4,23.1,33.7,18.6,162.6,51.4,16.8,2586.0,267.0,384.0,680,720,0.0,1.0,2.0,16.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,10.5,1591.0,2
North Carolina,Anson,25499,48.0,17.9,25.1,61.1,11.6,2.2,49.8,48.6,0.6,0.8,1.2,73.3,27.7,11.1,2.8,17.0,8.1,0.9,19.5,15.0,54.1,37.4,25.2,252.5,54.3,12.9,5111.0,819.0,750.0,1485,1686,4.0,0.0,71.0,45.0,32.0,20.0,6.0,0.0,3.0,10.0,3.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,73.0,25.0,29.0,,,,,11.4,3843.0,2
North Carolina,Ashe,25347,59.0,14.0,20.1,61.0,16.3,2.6,98.4,0.8,0.4,0.2,3.1,76.5,24.1,8.0,1.6,12.0,5.5,1.3,11.8,12.3,24.0,18.3,18.4,179.1,57.5,17.9,5855.0,726.0,878.0,1569,1659,6.0,2.0,29.0,31.0,29.0,10.0,2.0,2.0,6.0,5.0,4.0,5.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,5.0,30.3,72.4,20.7,28.1,28.4,7.6,3596.0,2
North Carolina,Avery,17641,71.0,15.0,20.6,62.6,14.8,1.9,94.8,3.9,0.4,0.5,3.2,76.1,25.5,9.8,1.4,13.0,4.0,1.2,11.8,6.5,20.1,16.9,18.2,218.4,60.7,20.1,3642.0,421.0,631.0,1089,1237,0.0,2.0,18.0,22.0,0.0,7.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,30.8,,16.0,,24.8,6.3,2268.0,2
North Carolina,Beaufort,46018,56.0,17.4,24.2,59.2,14.6,2.0,71.1,28.0,0.2,0.3,3.8,74.2,26.6,10.1,2.3,15.1,5.4,1.4,18.5,12.5,43.6,24.8,27.6,240.1,69.8,14.0,7906.0,1317.0,1590.0,2711,3001,0.0,2.0,38.0,29.0,15.0,14.0,3.0,0.0,7.0,7.0,7.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,31.8,79.3,33.8,,26.0,17.2,7675.0,2
North Carolina,Bertie,19480,28.0,20.6,25.9,58.0,14.1,2.0,36.4,62.7,0.5,0.2,1.2,73.2,,12.8,3.3,16.6,9.4,1.4,17.1,11.9,58.7,28.4,32.9,210.3,71.4,6.5,4689.0,645.0,736.0,1125,1285,0.0,0.0,24.0,34.0,0.0,12.0,2.0,0.0,2.0,6.0,12.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,16.0,,,,,15.9,18.3,3972.0,2
North Carolina,Bladen,32938,38.0,19.2,26.1,60.1,12.1,1.7,60.3,36.8,2.3,0.3,5.0,73.0,32.8,10.0,1.7,15.2,5.4,1.0,31.2,10.0,48.8,37.2,19.4,261.6,65.3,17.6,6432.0,1158.0,1118.0,1895,2158,0.0,0.0,31.0,32.0,4.0,18.0,0.0,0.0,2.0,8.0,3.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,3.0,37.9,83.5,33.8,21.0,22.8,11.3,5974.0,2
North Carolina,Brunswick,89162,104.0,13.3,21.6,60.4,16.6,1.4,85.4,12.6,0.8,0.5,3.4,75.8,20.8,9.5,1.5,13.8,5.0,1.6,17.4,6.6,38.5,22.1,16.6,179.2,66.9,14.1,13796.0,1989.0,3104.0,5424,5933,0.0,4.0,114.0,53.0,14.0,27.0,0.0,4.0,2.0,11.0,5.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,4.0,25.9,75.1,25.8,24.0,28.7,9.8,12143.0,2
North Carolina,Buncombe,218876,334.0,13.4,22.9,61.8,13.2,2.1,90.2,7.3,0.4,1.0,3.7,76.4,16.7,9.1,1.9,12.4,3.8,2.2,7.4,7.7,33.6,22.6,18.5,157.2,59.7,12.7,27490.0,4937.0,6525.0,13118,14647,0.0,6.0,56.0,95.0,15.0,19.0,0.0,6.0,21.0,32.0,19.0,13.0,0.0,0.0,7.0,38.0,0.0,0.0,2.0,6.0,22.8,72.3,21.6,26.4,25.1,6.9,25073.0,2
North Carolina,Burke,89399,176.0,13.6,24.7,61.0,12.6,1.7,88.5,6.7,0.5,3.7,4.6,76.2,26.5,9.0,1.7,14.3,6.1,1.5,18.3,7.7,33.8,24.9,20.0,174.2,62.9,17.7,19755.0,2690.0,2951.0,5250,5945,1.0,9.0,27.0,67.0,7.0,18.0,0.0,4.0,3.0,9.0,8.0,9.0,0.0,0.0,17.0,18.0,0.0,0.0,2.0,0.0,25.5,78.4,26.5,26.0,33.5,7.0,11903.0,2
North Carolina,Cabarrus,150244,412.0,10.2,27.0,62.1,9.6,1.3,82.9,14.5,0.4,1.4,7.6,76.3,20.3,8.4,1.7,13.3,3.8,1.7,16.8,7.8,31.6,22.7,16.6,157.5,61.4,10.6,21405.0,3514.0,4024.0,8537,9821,1.0,8.0,96.0,50.0,47.0,17.0,4.0,4.0,10.0,8.0,12.0,4.0,0.0,0.0,11.0,17.0,0.0,0.0,4.0,4.0,27.9,73.7,25.1,23.8,23.4,10.9,16660.0,2
North Carolina,Caldwell,79122,168.0,13.0,23.9,62.1,12.4,1.6,93.3,5.4,0.2,0.5,3.6,75.8,21.9,8.6,1.5,12.1,5.5,1.0,7.8,8.8,33.7,24.1,19.2,190.7,65.0,12.1,18611.0,3292.0,2349.0,4677,5128,2.0,8.0,41.0,59.0,2.0,16.0,2.0,4.0,4.0,8.0,3.0,8.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,0.0,31.1,84.6,27.8,36.9,24.7,10.3,9797.0,2
North Carolina,Camden,8967,37.0,8.6,23.8,65.0,9.8,1.4,84.0,14.4,0.3,0.9,1.2,75.1,,8.1,1.4,11.5,3.6,1.3,14.5,8.9,27.2,33.4,32.6,199.1,76.9,14.6,1081.0,155.0,272.0,533,619,0.0,1.0,7.0,10.0,28.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,,,,,,,823.0,2
North Carolina,Carteret,62525,120.0,11.7,20.6,61.9,15.8,1.7,90.8,7.0,0.5,0.7,2.0,76.0,15.7,7.3,1.3,11.2,4.3,2.0,9.9,9.0,33.7,30.8,17.7,200.8,69.7,19.1,8143.0,1479.0,2085.0,3854,4143,1.0,6.0,74.0,39.0,10.0,9.0,1.0,3.0,3.0,6.0,5.0,6.0,0.0,0.0,7.0,9.0,0.0,0.0,3.0,3.0,24.9,76.0,24.5,29.8,21.6,8.3,8123.0,2
North Carolina,Caswell,23608,56.0,14.8,23.5,62.4,12.4,1.7,64.6,34.7,0.2,0.2,2.6,74.2,24.2,9.7,2.3,12.5,5.8,1.2,15.4,14.3,33.1,31.4,22.1,217.6,73.5,12.5,5087.0,841.0,881.0,1404,1549,6.0,2.0,25.0,43.0,4.0,21.0,0.0,2.0,4.0,5.0,2.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,24.0,5.0,,,,,,5.1,2595.0,2
North Carolina,Catawba,151641,379.0,10.9,25.3,62.0,11.2,1.5,87.4,8.3,0.3,3.1,8.0,75.6,15.9,8.6,1.5,11.9,3.8,1.4,19.6,7.6,34.1,24.4,18.3,146.3,61.8,15.8,25875.0,4792.0,3249.0,8813,9888,2.0,9.0,50.0,53.0,17.0,18.0,1.0,4.0,7.0,9.0,10.0,4.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,4.0,26.8,83.1,24.6,30.7,22.4,7.1,18479.0,2
North Carolina,Chatham,58002,85.0,9.6,23.1,63.0,11.7,2.1,82.6,14.2,0.4,2.1,11.3,77.3,11.7,6.9,1.2,10.8,3.2,2.4,16.4,5.6,32.5,23.3,18.6,158.8,53.8,7.0,8975.0,1173.0,1467.0,3463,3810,0.0,5.0,46.0,28.0,2.0,5.0,0.0,3.0,9.0,5.0,5.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,19.0,3.0,27.5,,20.3,29.1,21.6,4.9,6618.0,2
North Carolina,Cherokee,25796,57.0,15.3,21.2,58.6,17.5,2.7,95.2,1.9,1.5,0.4,1.2,75.8,21.4,6.5,0.9,12.6,5.4,1.6,11.0,8.1,24.8,30.9,20.3,195.5,69.2,15.1,5034.0,608.0,757.0,1578,1664,2.0,2.0,26.0,31.0,5.0,9.0,1.0,2.0,8.0,5.0,4.0,5.0,0.0,0.0,29.0,5.0,0.0,0.0,4.0,5.0,27.8,80.1,23.9,,27.1,11.2,4026.0,2
North Carolina,Chowan,14528,84.0,16.1,24.7,57.2,15.8,2.3,62.7,36.4,0.3,0.3,2.1,74.8,,8.6,2.0,13.6,8.0,1.1,18.5,9.1,49.6,22.8,23.6,176.5,65.4,,2658.0,350.0,448.0,851,958,0.0,3.0,13.0,20.0,3.0,9.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,,,,,,10.4,2095.0,2
North Carolina,Clay,9765,45.0,12.7,18.7,59.2,18.6,3.5,98.2,1.0,0.4,0.1,0.9,75.8,,6.5,1.0,10.8,4.3,1.5,9.1,7.6,20.2,24.9,20.9,131.6,55.4,19.9,1692.0,175.0,393.0,615,658,0.0,1.0,11.0,13.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,42.0,2.0,0.0,0.0,1.0,0.0,,,8.3,,,8.9,1144.0,1
North Carolina,Cleveland,98288,212.0,14.8,26.1,59.9,12.1,1.9,77.6,20.9,0.2,0.8,1.6,74.4,25.1,9.4,2.1,13.6,6.5,0.9,18.0,10.8,39.2,26.9,20.7,229.8,65.5,14.4,18259.0,3356.0,3081.0,5662,6451,5.0,10.0,62.0,73.0,27.0,19.0,1.0,5.0,6.0,10.0,12.0,10.0,0.0,0.0,3.0,19.0,0.0,0.0,2.0,0.0,24.4,80.6,25.5,,27.0,8.7,12507.0,2
North Carolina,Columbus,54746,58.0,20.3,26.3,59.1,12.7,1.8,64.9,31.1,3.2,0.2,2.8,72.7,26.0,11.0,2.6,15.9,6.2,1.5,27.7,11.5,45.4,35.4,20.0,297.0,70.1,10.9,11345.0,1570.0,1883.0,3142,3601,0.0,0.0,85.0,55.0,66.0,27.0,1.0,3.0,0.0,8.0,11.0,11.0,0.0,0.0,5.0,5.0,0.0,0.0,65.0,8.0,39.1,87.2,30.0,32.4,28.2,11.5,10476.0,2
North Carolina,Craven,90795,128.0,13.7,27.5,57.7,13.3,1.4,72.3,24.6,0.5,1.3,3.5,75.5,17.5,8.4,1.9,12.1,3.9,1.3,19.9,7.2,27.7,26.3,24.7,173.6,62.5,10.8,10324.0,2024.0,2296.0,5121,6007,0.0,5.0,128.0,78.0,6.0,37.0,2.0,0.0,3.0,14.0,10.0,14.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,5.0,20.9,73.9,22.5,28.0,22.4,9.0,12761.0,2
North Carolina,Cumberland,304520,467.0,16.6,31.2,60.1,8.0,0.8,56.2,36.7,1.7,2.4,6.0,74.3,14.2,9.6,2.5,14.5,3.4,1.2,11.8,10.9,32.4,30.0,18.0,235.4,62.8,13.9,26729.0,7339.0,4713.0,16409,20707,6.0,9.0,225.0,155.0,256.0,119.0,5.0,9.0,10.0,37.0,18.0,37.0,0.0,0.0,12.0,37.0,0.0,0.0,37.0,18.0,24.6,80.0,23.5,30.7,27.7,7.2,46045.0,2
North Carolina,Currituck,23112,88.0,9.5,24.2,64.6,10.0,1.2,91.1,7.0,0.4,0.7,1.9,75.1,25.1,8.2,1.6,12.4,3.6,2.0,13.9,11.1,29.2,22.8,24.6,183.5,78.5,17.2,3519.0,344.0,555.0,1364,1560,1.0,2.0,27.0,25.0,2.0,11.0,0.0,0.0,2.0,7.0,2.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,26.7,89.5,17.2,,33.5,7.3,2454.0,1
North Carolina,Dare,33903,88.0,7.9,22.1,64.1,12.6,1.2,95.5,3.0,0.3,0.5,3.1,77.1,10.9,7.7,1.3,11.6,3.1,3.5,11.1,8.8,30.9,28.7,16.4,123.6,73.2,12.8,2772.0,1037.0,927.0,2053,2206,1.0,3.0,55.0,19.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.7,74.7,15.9,24.7,30.0,6.2,3972.0,2
North Carolina,Davidson,154623,280.0,12.7,24.9,62.1,11.5,1.5,88.5,9.3,0.5,1.0,5.2,76.4,22.4,9.1,1.9,14.0,4.8,1.4,16.2,8.1,31.3,25.4,20.0,210.3,66.6,11.5,29570.0,4767.0,3558.0,9027,10035,0.0,9.0,0.0,54.0,0.0,18.0,0.0,5.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,5.0,32.2,80.4,26.6,28.2,27.1,10.0,18221.0,2
North Carolina,Davie,39136,148.0,9.0,24.1,61.5,12.6,1.7,91.6,6.8,0.3,0.6,5.2,76.4,19.8,8.5,2.0,13.7,3.6,1.6,8.3,12.3,25.8,19.1,19.9,190.9,50.6,6.9,5924.0,812.0,858.0,2309,2559,0.0,4.0,0.0,21.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,28.2,82.3,23.2,,23.1,6.5,3851.0,2
North Carolina,Duplin,51985,64.0,17.6,27.1,59.8,11.5,1.5,71.5,27.5,0.4,0.4,18.9,73.6,25.3,9.1,2.1,17.0,6.0,1.2,21.6,8.7,46.4,34.7,21.2,187.4,55.6,8.8,11707.0,1454.0,1889.0,2951,3367,3.0,0.0,49.0,47.0,9.0,22.0,1.0,0.0,3.0,5.0,3.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,28.5,80.5,31.2,,21.9,8.4,10613.0,2
North Carolina,Durham,242582,836.0,14.2,26.0,64.5,8.2,1.4,56.2,38.0,0.4,4.1,10.8,75.6,14.2,9.5,2.3,14.1,3.7,2.4,10.0,6.2,38.8,25.6,21.3,123.4,61.8,11.4,26583.0,5627.0,4889.0,13977,16509,2.0,7.0,86.0,91.0,67.0,28.0,2.0,7.0,22.0,14.0,15.0,14.0,0.0,0.0,7.0,21.0,0.0,0.0,80.0,14.0,23.6,66.8,21.1,24.9,19.4,4.3,32028.0,2
North Carolina,Edgecombe,54129,107.0,19.9,27.5,60.4,10.7,1.4,41.6,57.5,0.3,0.3,3.7,72.0,32.8,11.8,2.5,17.6,7.9,1.3,34.0,11.4,58.5,38.2,19.4,252.1,61.0,8.5,12078.0,2118.0,1698.0,3063,3573,0.0,0.0,28.0,55.0,3.0,28.0,0.0,3.0,2.0,8.0,23.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,8.0,34.5,83.9,34.6,,31.5,12.6,10510.0,2
North Carolina,Forsyth,325967,796.0,13.2,26.1,61.4,11.0,1.5,71.3,25.9,0.4,1.4,9.3,76.4,14.4,9.7,2.1,14.7,4.4,2.1,10.0,8.4,39.0,26.3,19.8,132.7,58.6,10.2,38753.0,7957.0,8106.0,18757,21510,5.0,9.0,156.0,132.0,70.0,57.0,7.0,9.0,57.0,28.0,31.0,19.0,0.0,0.0,18.0,19.0,0.0,0.0,19.0,9.0,21.6,73.9,23.0,29.1,23.9,7.1,40769.0,2
North Carolina,Franklin,54429,111.0,12.8,25.4,64.0,9.4,1.2,70.7,27.9,0.5,0.4,6.6,74.9,21.0,8.5,1.8,14.3,5.2,1.7,12.9,7.1,31.8,22.3,19.2,232.3,67.6,13.9,9597.0,1215.0,1348.0,3162,3635,0.0,2.0,40.0,34.0,6.0,10.0,2.0,0.0,5.0,5.0,2.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,2.0,30.7,83.7,27.7,,26.4,8.5,6740.0,2
North Carolina,Gaston,196137,551.0,14.2,25.5,61.9,11.2,1.4,83.1,14.7,0.3,1.1,4.8,73.9,24.1,9.1,1.8,12.9,4.9,1.3,18.9,8.5,37.8,23.6,18.9,204.5,70.2,17.4,37958.0,6040.0,7275.0,11375,12749,11.0,6.0,128.0,127.0,137.0,64.0,3.0,6.0,9.0,17.0,29.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,6.0,30.4,86.8,28.6,28.6,28.4,12.2,23445.0,2
North Carolina,Gates,11224,33.0,13.7,25.5,60.9,11.9,1.7,62.3,36.3,0.5,0.6,0.8,74.8,,10.4,1.4,14.5,4.9,1.4,14.7,8.2,36.7,36.4,27.9,205.3,61.8,,2153.0,201.0,361.0,653,755,0.0,2.0,11.0,14.0,2.0,6.0,1.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,3.0,,90.4,,,9.1,14.1,1357.0,1
North Carolina,Graham,8085,28.0,16.9,22.7,59.0,16.1,2.2,91.6,0.5,7.2,0.4,0.9,75.8,,7.0,1.8,11.3,7.1,1.1,9.3,3.4,18.5,22.7,22.6,182.7,70.5,14.5,1821.0,283.0,282.0,485,520,0.0,0.0,6.0,12.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,,,,,,7.5,1206.0,1
North Carolina,Granville,53674,101.0,13.6,24.7,64.4,9.6,1.2,63.8,34.2,0.7,0.6,5.7,74.8,16.7,7.8,1.5,13.8,4.8,1.7,12.6,8.0,35.1,29.9,22.8,182.4,68.7,6.6,9738.0,1422.0,1358.0,3147,3620,0.0,5.0,30.0,30.0,4.0,5.0,1.0,3.0,6.0,5.0,5.0,5.0,0.0,0.0,3.0,8.0,0.0,0.0,18.0,3.0,26.9,82.7,27.1,,19.9,6.8,6119.0,2
North Carolina,Greene,20026,75.0,17.4,25.0,63.4,10.0,1.6,59.0,40.2,0.4,0.1,10.8,73.2,22.8,10.2,2.8,16.7,8.3,1.0,18.1,11.5,46.5,31.9,18.6,191.9,63.1,11.2,4606.0,555.0,494.0,1168,1351,1.0,2.0,26.0,35.0,12.0,17.0,3.0,2.0,6.0,4.0,3.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,13.0,4.0,,,,,,14.0,3538.0,2
North Carolina,Guilford,443519,683.0,14.3,25.9,62.2,10.4,1.5,64.3,30.9,0.5,3.2,5.2,76.7,14.7,9.3,1.8,13.3,3.4,2.1,14.0,8.7,36.6,27.5,19.5,146.1,56.5,10.1,49492.0,12327.0,14771.0,25642,29885,3.0,13.0,158.0,181.0,87.0,77.0,1.0,13.0,31.0,39.0,55.0,26.0,0.0,0.0,7.0,26.0,0.0,0.0,148.0,13.0,23.7,74.7,22.1,28.5,21.2,8.2,53139.0,2
North Carolina,Halifax,56023,77.0,22.1,26.4,58.3,13.2,2.1,41.6,53.9,3.5,0.6,1.1,73.5,27.7,11.4,2.3,17.9,7.8,1.5,17.3,9.0,58.7,30.0,19.7,227.5,63.1,12.3,12805.0,1762.0,2270.0,3214,3696,0.0,0.0,25.0,57.0,2.0,28.0,1.0,3.0,9.0,9.0,12.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,9.0,33.8,85.1,34.0,33.5,20.6,9.3,9257.0,2
North Carolina,Harnett,103692,174.0,15.2,27.8,62.6,8.5,1.1,74.3,22.4,0.9,1.0,8.0,74.9,16.4,8.2,1.6,12.8,5.2,1.3,19.0,7.9,35.9,22.5,20.6,202.3,66.7,10.7,16393.0,2364.0,3086.0,5839,7028,2.0,5.0,47.0,80.0,13.0,38.0,2.0,0.0,9.0,14.0,2.0,14.0,0.0,0.0,2.0,9.0,0.0,0.0,8.0,5.0,26.2,75.2,26.5,23.6,26.8,7.3,14939.0,2
North Carolina,Haywood,56482,102.0,13.3,21.2,58.9,17.5,2.5,97.1,1.4,0.6,0.4,1.7,76.9,25.2,8.2,1.6,11.5,4.3,1.3,8.0,6.0,27.4,23.9,18.1,137.5,57.0,22.1,9195.0,1195.0,2005.0,3455,3657,1.0,5.0,28.0,35.0,1.0,8.0,0.0,3.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,31.6,70.8,23.7,36.9,30.4,8.6,6741.0,2
