State_And_County_FIPS_Code,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Pert_Rpt,Pert_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Obesity,Smoker,Diabetes,Uninsured,HPSA_Ind
48-69,-1.0034032503641006,1.7052752816745889,-0.18168554977438967,5.745829521694246,-0.8729558195647816,-0.8609005018502722,-2.474262894073446,0.39618663625384143,0.46871217593545883,-1.2500457630562867,0.5751636743832761,-0.06078755455231533,-0.01791535557121422,-0.21323080773574707,0.061701024439555434,0.06715724517440853,0.11743055300638983,-0.7009581872730185,-0.010124026444290331,-0.39895500050832755,-0.09963853490285988,-0.310172176824578,-1.1400459842442243,-0.41260811958642624,-0.12013635407261239,0.48855796554713377,0.5802729770189047,0.15671136714656506,0.2522050570622178,-0.11057283535598168,0.09253173062464648,-0.21971480344386266,-0.6762890575223025,-0.356949257890339,-0.2687971819470957,0.2891299396126445,0.2929672662271311,-0.3652419021416798,0.18904895021716575,0.060083613763121636,-0.10184837963245665,0.11370590682348285,-0.05381839815761427,-0.057419443734123485,-0.021049596069381643,0.016122619550577776,-0.030357020707525446,0.012788075144940682,0.01902674676344925,-0.020301982481293786,-0.012649894252934297,0.0026279616080893283,0.0008665741845212249,1
48-443,-1.5290890172817033,0.9128493096571326,0.8669398885609806,2.5459034065291277,0.3243581027349193,-0.3524965173279058,-1.8419113449468285,1.6923728992188676,-0.2550128758023085,-1.1707901672292602,0.41052150825717165,0.45817255083981234,0.1375477899969083,-0.7649559202231402,-0.13413783033409016,-0.0078057792550585365,0.03253074954896393,0.084704276349654,-0.3518144585714925,-0.9801769756344283,0.7966304859609479,0.6643269299490531,-1.238630590756814,0.034808168808865426,0.4666914005871433,-0.2846289288098297,0.865350263109183,1.1103798048525086,0.06455247224786684,0.10590397017561269,-0.1166333359817824,-0.2707149418060673,-0.9568478022507577,-0.5209358317428096,0.4753407202187554,-1.1214101708926751,-0.1668444356462653,-0.391769341681856,0.23581019868217154,0.2863318340725972,0.013510139497798921,0.05746059314233861,-0.01910863519445245,-0.13681149662925945,0.017021395668508594,-0.047475399125868095,0.01994269204293917,-0.019697018118796514,-0.010952909203270682,-0.011929412918093359,-0.0031946851382711277,0.012267186836907423,-0.0007454677841740182,1
21-51,-1.4741045811987383,6.406799941712498,1.7714923893787555,-2.1570365619136145,-2.858691281047354,-1.0384519453156587,-1.3132418608822645,0.41926007493625367,-1.3432288450969763,0.4823948245996421,1.3518171727341892,2.177052485792439,-0.8719538449294598,-0.923865405244592,1.582133688761855,0.33188837241594465,-1.27783481263992,-0.2331125560159606,-0.5666196914365222,0.7976468268173876,1.2788492673135796,1.4799911337533802,1.3221210767094989,-0.8548134978320443,-0.3205690307479313,-0.7600633296110592,0.0001400624488004841,-0.47591957424095815,0.40922334316662246,-1.036973545128106,0.7432794645241692,-0.38834326848483525,0.7975577094771965,0.16364828752091143,-0.4787951314726098,0.3513641038532348,-0.09495130418263592,-0.40345828664246247,0.13348053211170324,0.03788951591859619,0.22440147617006084,0.14615472510554817,0.13937622381002468,-0.0393112763886484,-0.0428228034069917,0.008990095698971074,0.06007396592838682,-0.1362911734733449,0.04988179668073067,-0.09292239582488578,0.015590883728186065,-0.002895320038972586,0.0007625780610399646,2
48-401,-0.9657227489719364,1.5506442582792481,0.14381069719838926,0.03933894713805566,-0.017421207968082147,0.4317683447880412,-0.7582037571071463,0.3045757968801764,-0.041040620357370126,-0.07644244262017612,-0.10744112789512984,-0.8522828450651926,0.26067104434244276,-0.24421122899231248,0.17177879014054057,0.1819625297001806,-0.13879499725274175,0.38550923674985554,0.010831254306107527,0.6804954116905152,-0.9225343485700094,0.8243580118733848,0.45641846912915973,0.41854112783370834,-0.03002552005123423,-0.6625863437951421,0.09251630121213446,0.38204380246976616,-0.2040398309826395,-0.5368390529698531,0.508029726490612,1.0601306736175886,0.003916193701978118,-0.26039354495373807,0.6450367191223679,-0.04709802110374904,-0.04590297717126965,0.16418565538807892,0.07555079175515295,0.06294082667715076,-0.03199328780557484,0.0011322167706952029,-0.162164508082639,0.025665027488227833,0.0014655281264269683,0.10070174035810298,0.0023677551767661465,0.049588153408475645,0.038323088791963875,0.04229013773414272,0.004445843087749666,-0.018090429126374652,0.00040296075327786224,2
26-119,-1.6699367603130693,-1.007945519421929,3.080695031668382,-1.1786942185568385,0.9885822290269356,-0.24116330844685185,0.4474520651511074,0.871684603986115,0.13626212893749765,-1.2106217381534847,-0.5189411601031074,0.22600036999575437,0.23599548846623664,1.2251991301944463,-0.5218125893351101,-1.4031187659450592,0.6262611484445336,-1.13025213969808,0.3181662236138618,0.04410659097420918,-0.8674675570245184,-0.008714210690590923,-0.49766367542606127,0.5617677395167983,0.4221635143225873,0.2532888168996962,-0.0008471198890426185,0.36543880297280995,0.7830799784252311,-0.5234093855387479,-0.4482706570760413,0.428477111862112,-0.9257280476227995,0.5202474594949288,-0.34340318395147335,-0.9306898147419173,-0.343357501580876,0.061184030714204765,-0.03531941072505676,-0.0062277481260846115,-0.006492555883465429,0.08534155532621092,0.04554422903517842,0.009397874886354173,0.043245537544712734,0.05875329913333589,-0.04375269710616424,0.04912155572281198,-0.008537999038220188,-0.04379645414864561,-0.010315055948199562,0.0042863555192238926,-0.016665626175764597,2
48-261,-1.0295200016363526,-0.12249061944189552,-0.6883856109993645,2.82572428364995,-1.3106879363784083,-0.38694963995974274,-2.4757482125673382,0.3297876506289778,0.7609433285376748,-0.6643772731463028,0.8571558503594187,0.7170218991547437,-0.16045703497161398,-1.2390026637304214,-0.583256680126407,-0.38713317373595624,1.1807191170011522,0.21142279143139478,-0.3964706707944898,-0.29553639279597893,1.6697441974663587,0.8402540732470384,-1.7772832945168613,0.2987609387277945,0.8877951245222376,-0.22418737669660752,-0.7304879367322547,1.074921219853003,0.3271730874330074,0.4498758302628373,-0.8968449412528757,1.1639516622272823,0.5302439745794171,0.11075453126167557,1.2173900358100866,-1.2203840167366764,-0.06384078041075587,0.39373735369764956,-0.03233757475579533,0.19284004618796907,-0.294423736702894,0.1910804746762621,0.2137348360070705,-0.16598331032047237,-0.0596592671583751,0.036587061780381284,0.007622353301084309,0.035596950851676266,0.0007054035746727207,0.0403506981413898,0.009508221564837013,0.023258783165369914,0.017036606822238884,1
48-189,-0.4950137441323423,1.9219507678042542,-0.9428410261094106,5.165387508292388,-0.28106551607226715,-0.452808546134786,-2.656723778731127,0.3948312539957871,0.26436619915007215,-0.7961743356978931,0.24300391131732632,0.7957171123525272,-0.8938881654760386,-0.15909541658901824,0.892195426954161,-0.4925960983712869,-0.04400097403009142,-0.10391524192445091,0.2362172561942141,-0.18360020537505353,0.833487566461771,0.05597424709733927,-1.2248100262479018,-0.08116748847209125,0.14703179149839354,0.04468415675334989,0.2981220803369553,0.10305332500835947,-0.5930246638812029,0.26465924873245444,0.22492443602271228,-0.38796663901038986,0.10520725279752288,-0.3549108693768958,-0.23777137021351097,0.4685611077414031,0.3531117406856136,-0.18612832967541637,0.16543495119801102,0.11557252274733994,-0.20194721980874253,0.02773947822992311,-0.1279636647151328,0.13755705057564308,-0.006603423852352707,-0.040700005162826756,-0.011702519713938705,-0.05986817517812254,0.01423743171156102,0.014314855589642695,-0.008682599019009194,-0.0007221658627032763,-0.00026404833373201947,2
48-403,-1.8098074310372343,2.5998936019694416,2.09489059852152,-0.4549166136238714,2.688793905855201,0.1911609518780477,-0.1350409238906682,0.36042869431943364,-0.5462292012677827,-0.4981427012084552,-1.046313963586039,-0.6423693100203317,-0.18081938671820025,-0.05444364902922441,0.2907572222712568,-1.0364002140033153,-0.008378121849926116,1.3781640517968055,-0.6046279238441916,-0.04582961327800015,1.030155405537461,-0.16829501261562774,-0.030467958910048328,0.19074915109020968,0.3261326085813078,-0.21965951762422867,0.466018233170229,1.0277438350861738,0.49297599023572414,-0.5354551446173961,0.05328880650978619,-0.49134026048396184,-1.5183312287032407,-0.03043425275348667,0.26774885085914935,-0.4474317221449272,0.07085139272100265,-0.8355170379946102,0.15297357361644726,0.01478862609750027,0.09454041454893573,-0.0026468493474809157,-0.007043802109952165,0.027149123667061126,0.06294192604644784,0.001112450284061471,-0.03491401114940938,0.0310082542288724,-0.009250895693796163,-0.03188300445150369,-0.010694333378729982,0.011317556983680999,-0.0007066267063420901,1
28-57,-1.2595127532717603,2.1769733005165444,1.2870030228118972,-1.609855952285332,-1.6250178506351545,-0.6992910000992076,-0.941562209431539,-0.13584878004403467,-0.016917486928370265,0.30734892150665727,0.39159627769690336,0.8579161309175346,-0.7136969145837019,1.0642594279952835,0.4279549039515565,-0.7827910191983949,0.06344178879267676,0.6352676455520734,-0.6162523939046004,1.4286688184676952,-0.5922863185606204,0.8227729074196577,-0.17012632635449204,-0.4484674712094877,-0.021780056651997188,-0.23442681890698408,0.14194334540738168,0.16976244793958206,-0.25022489061555997,0.19741825462292292,0.11784212541933994,-0.09940024222721552,-0.5858745060551191,0.004246700849739424,0.4315361607458306,0.049411598133318364,0.18864805084723962,-0.12391209440217159,-0.047020223016802976,0.1089038949779443,-0.04629625332263686,0.03439950331595367,0.008689175025720077,0.11217989076088175,0.03391872070957138,0.021669120083412347,-0.08515070742569716,0.018460700900984454,0.02339255300863882,-0.052554127046889845,-0.008739740141117114,0.01606923228220976,0.0012067148342411239,2
26-67,-0.2449814418415484,-0.48803573444213877,-0.42248343833393515,-0.8125494296560838,-1.696900592314535,0.6267244358412754,-0.15788926422998295,-0.5082385673827402,0.32091646860572814,0.5223375454918003,-0.3009673698775652,0.15090078760795625,-0.45185464277389115,0.061894247306546836,-0.12081259794368138,0.21739655919807702,0.26403007839900905,-0.20592482238813262,0.6268399425907509,-0.45964550095861884,0.6864449875868941,-0.5864636108710568,-0.20080276200432293,0.15487122700291386,-0.1975949998295936,0.49117738078064244,0.10438158677912031,-0.5140687501266302,0.10836712573421448,0.00938402147036523,-0.37613873885541077,0.42523175628573573,0.35876537878931675,-0.08519542151124979,0.0823802328922468,0.22424537033331074,0.27011357019233423,-0.3087754513203462,0.11666878578575544,0.023698860269719225,0.5722099979725044,0.088865548336314,-0.1506934199319786,-0.10805612215385321,-0.014132420824108271,0.13571544801562518,-0.05177013788758811,-0.03845444956637956,-0.06267314814344473,0.09408372670453663,0.004016463167308636,-0.014131127507805147,-0.0007379071703208346,2
