State_And_County_FIPS_Code,CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Pert_Rpt,Pert_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Obesity,Smoker,Diabetes,Uninsured,HPSA_Ind
48-233,Texas,Hutchinson,22484,25,12.6,27.9,56.4,13.8,2.0,93.9,2.9,1.3,0.5,17.5,76.0,21.0,7.6,1.1,11.0,7.2,0.9,18.5,8.9,29.1,28.8,19.8,224.1,59.3,15.5,2937,551,685,1167,950,1,5,56,26,26,7,0,0,49,10,5,2,10,7,0,0,-,-,-,15.9,3450,2
48-235,Texas,Irion,1756,2,10.6,23.3,61.6,12.9,2.2,97.4,1.7,0.9,0.0,27.1,76.2,-,8.7,-,14.5,7.2,-,31.6,-,25.4,-,-,129.6,-,-,254,33,36,97,77,0,0,5,2,1,1,0,0,0,2,1,1,0,1,0,0,-,-,-,-,298,1
48-237,Texas,Jack,9064,10,14.1,23.5,61.2,13.4,1.8,92.6,5.5,0.7,0.7,9.9,75.0,-,7.3,1.0,10.9,7.5,1.1,15.4,8.6,28.3,21.3,23.8,174.7,76.4,-,1457,184,336,498,409,0,2,7,12,1,5,0,0,7,5,6,2,6,2,3,3,-,-,-,-,1311,2
48-239,Texas,Jackson,14339,17,14.1,27.1,57.6,13.5,1.9,91.2,7.5,0.3,0.6,27.0,76.6,-,6.7,0.7,12.1,8.0,1.1,15.7,3.4,33.4,27.5,22.9,252.3,62.8,10.1,2514,334,362,751,608,0,3,29,20,10,9,1,0,9,9,2,3,4,3,14,4,-,-,-,2.6,2324,1
48-241,Texas,Jasper,35587,38,18.4,26.4,58.1,13.9,1.6,81.0,17.2,0.4,0.4,4.7,74.6,-,8.0,1.5,13.4,7.1,1.3,15.4,6.8,38.3,28.9,18.7,254.9,65.9,14.9,6314,1275,1095,1879,1482,0,2,28,23,9,11,0,0,4,5,3,4,3,2,1,0,-,-,-,8.1,5659,2
48-243,Texas,Jeff Davis,2306,1,14.6,22.1,59.6,16.1,2.3,98.2,1.0,0.4,0.1,36.9,77.9,-,5.2,-,9.3,4.0,-,16.6,-,18.5,-,-,208.0,-,-,406,45,52,130,104,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,-,-,-,-,492,1
48-245,Texas,Jefferson,247571,274,18.1,26.6,60.1,11.6,1.7,60.4,35.3,0.4,3.0,12.5,74.8,16.6,9.0,2.0,13.6,5.6,1.7,17.1,8.8,43.4,26.8,19.5,209.6,59.4,10.7,34262,8911,8197,13048,10735,1,15,55,142,28,134,2,7,17,30,39,30,3,15,12,30,35.7,30.3,20.5,11.1,41667,2
48-247,Texas,Jim Hogg,5029,4,22.5,30.4,54.0,13.0,2.6,98.4,0.6,0.8,0.2,89.2,77.7,-,9.2,1.0,16.3,9.2,0.6,18.7,7.0,36.0,33.7,22.4,229.6,30.4,-,1269,131,243,253,222,0,1,9,7,0,4,0,1,2,6,1,2,1,1,0,0,-,-,-,-,1229,1
48-249,Texas,Jim Wells,40951,47,22.0,30.3,57.5,10.7,1.4,97.4,0.9,0.8,0.9,76.9,76.1,-,8.7,1.3,15.3,9.0,1.1,15.9,5.1,43.7,24.7,19.1,250.8,44.0,6.3,8641,1101,1377,2056,1810,2,0,49,38,43,18,1,0,4,4,10,4,5,2,2,6,-,-,-,8.5,9254,2
48-251,Texas,Johnson,146376,201,10.9,27.7,62.5,8.9,0.9,94.1,3.2,0.7,1.0,14.7,75.5,19.1,6.8,1.1,12.3,5.1,1.2,20.9,6.2,31.5,18.6,21.3,246.5,68.5,12.5,20823,3435,3447,7611,6362,1,4,56,90,123,45,0,4,29,12,16,8,12,8,2,4,27.5,25.7,25.0,9.1,19076,1
48-253,Texas,Jones,19736,21,20.6,22.0,64.2,11.9,1.9,86.5,12.2,0.4,0.5,22.4,76.2,-,7.4,1.0,11.8,9.4,1.2,29.5,10.3,33.7,22.4,19.1,275.7,59.7,19.2,4686,438,527,1109,949,1,0,18,30,18,10,0,0,5,10,3,4,2,4,0,8,-,-,-,-,3357,1
48-255,Texas,Karnes,15351,20,23.7,21.6,64.0,12.2,2.2,87.5,11.1,0.9,0.5,49.4,77.1,-,7.4,1.2,15.2,10.6,1.2,20.7,6.8,44.0,18.4,26.7,197.8,49.3,13.3,4175,351,423,862,723,26,1,17,25,11,9,0,0,32,10,5,4,3,9,2,6,-,-,-,-,2651,1
48-257,Texas,Kaufman,89129,113,11.5,27.7,62.6,8.7,1.0,87.4,10.1,0.6,0.8,14.3,74.4,17.7,8.4,1.4,13.9,6.1,1.3,20.6,5.0,31.6,22.3,23.0,236.1,73.2,16.3,14280,2190,1856,4627,3917,3,4,39,64,33,30,0,0,24,11,21,11,12,8,10,4,-,16.2,30.1,9.4,11867,2
48-259,Texas,Kendall,28607,43,9.2,25.2,60.5,12.8,1.5,97.4,0.9,0.6,0.5,18.7,78.1,13.5,6.3,1.0,11.2,3.2,3.5,10.9,2.9,14.5,29.1,18.5,198.2,52.8,19.0,2759,531,602,1537,1242,3,5,35,29,17,9,0,0,10,5,2,2,0,5,2,0,-,-,9.4,4.2,3546,2
48-261,Texas,Kenedy,417,0,13.2,28.7,59.0,10.8,1.4,96.9,0.7,0.7,1.7,77.0,78.5,-,-,-,14.3,-,-,12.7,-,37.5,-,-,-,-,-,109,8,15,21,17,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,-,-,-,-,120,1
48-263,Texas,Kent,782,1,9.4,19.7,49.6,24.7,6.0,98.8,0.4,0.8,0.0,9.8,75.4,-,-,-,-,-,-,14.5,-,12.9,-,-,310.0,90.1,-,127,19,24,45,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,118,1
48-265,Texas,Kerr,46496,42,13.7,22.7,52.9,20.9,3.6,95.9,2.0,0.6,0.7,21.8,78.3,16.6,7.7,1.3,13.6,7.0,2.0,14.3,6.7,27.9,34.8,14.8,140.9,57.4,13.1,6059,833,1093,2575,1962,0,2,41,29,26,9,0,2,17,7,9,4,1,13,0,2,27.6,16.4,20.5,4.1,7507,2
48-267,Texas,Kimble,4591,4,17.1,23.1,57.2,17.6,2.0,98.3,0.5,0.4,0.6,23.2,78.8,-,7.4,1.0,12.9,9.3,1.4,31.3,10.5,36.6,-,19.4,251.4,47.1,-,890,90,244,253,189,0,0,3,6,1,2,0,0,2,4,0,2,0,3,0,0,-,-,-,-,965,2
48-269,Texas,King,307,0,14.9,30.3,61.2,6.2,2.3,98.7,0.0,1.3,0.0,15.3,77.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,7,12,16,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,36,1
48-271,Texas,Kinney,3327,2,19.5,23.4,51.1,22.5,3.0,96.2,2.6,0.4,0.5,50.2,76.8,-,8.4,1.3,16.0,7.1,1.3,14.2,-,31.2,-,-,160.6,52.9,-,759,85,63,182,139,0,0,4,4,4,1,0,0,3,3,0,1,0,2,0,0,-,-,-,-,814,1
48-273,Texas,Kleberg,30757,35,22.8,28.9,59.6,10.0,1.4,92.5,3.8,0.8,2.3,67.7,76.7,-,7.9,1.1,15.0,7.1,1.4,12.4,5.5,41.4,30.4,22.1,228.9,54.8,8.3,5576,868,805,1577,1506,0,0,40,31,40,17,0,0,2,8,1,6,2,6,0,3,-,-,-,-,6993,2
48-275,Texas,Knox,3781,4,20.9,27.8,50.0,18.7,3.4,88.9,8.6,1.4,0.7,26.3,77.0,-,8.6,1.9,12.9,6.3,0.6,22.0,-,34.0,-,21.0,209.8,58.1,-,809,89,116,197,161,0,0,13,6,5,3,0,0,5,5,0,1,0,0,0,0,-,-,-,-,981,2
48-277,Texas,Lamar,49644,54,17.8,26.6,57.7,13.2,2.4,83.7,13.3,1.1,0.6,4.4,74.7,21.4,8.5,1.3,12.0,7.0,0.8,30.6,5.1,37.4,24.5,17.6,218.4,74.6,18.6,7726,1424,1645,2615,2072,2,2,22,39,47,29,0,2,60,12,14,7,3,5,1,7,38.4,28.6,28.6,9.9,8209,2
48-279,Texas,Lamb,14467,14,19.4,29.0,54.2,14.3,2.5,94.1,4.3,1.1,0.4,47.5,76.5,-,9.2,1.7,15.0,9.5,0.7,23.6,9.6,35.3,25.4,17.7,232.4,46.5,13.8,3256,364,343,738,618,10,1,18,25,17,9,0,0,19,10,4,4,1,9,1,6,-,-,-,-,3355,1
48-281,Texas,Lampasas,19669,28,13.8,25.8,59.8,12.5,1.9,93.7,3.3,0.7,1.0,15.6,76.0,-,6.6,1.5,12.0,6.8,1.3,18.3,9.8,29.6,17.3,22.2,259.4,78.4,18.3,2758,413,560,1049,844,0,3,26,24,31,10,0,0,10,10,3,3,1,3,1,5,-,-,-,-,3008,1
48-283,Texas,La Salle,6016,4,26.9,29.3,59.3,10.0,1.5,95.7,3.5,0.4,0.4,78.2,75.4,-,7.0,1.4,13.5,12.4,0.4,27.8,6.0,43.2,-,25.8,206.6,35.7,-,1814,148,217,307,272,0,1,4,7,1,19,0,1,9,9,0,2,1,2,0,1,-,-,-,-,1544,1
48-285,Texas,Lavaca,18925,20,13.3,24.0,54.6,17.7,3.7,92.2,7.0,0.2,0.4,13.6,76.3,-,6.7,1.4,11.9,5.9,1.7,13.2,4.7,31.3,26.5,19.9,225.0,49.3,11.7,4044,369,454,1030,786,1,2,58,25,27,9,0,0,68,15,5,4,1,8,5,2,-,-,-,9.0,2805,2
48-287,Texas,Lee,16526,26,12.3,28.4,57.4,12.2,2.0,87.7,11.1,0.6,0.3,20.6,76.6,-,7.3,1.5,12.9,6.2,1.5,24.9,4.7,29.7,31.3,24.4,228.3,47.4,8.5,2983,362,326,856,717,1,3,11,17,6,5,0,0,8,6,4,2,4,5,1,0,-,-,-,10.2,2427,1
48-289,Texas,Leon,16344,15,14.4,23.3,56.7,17.8,2.2,89.5,9.7,0.3,0.2,10.5,74.4,-,7.3,0.8,12.6,6.4,1.0,19.9,5.6,31.3,35.2,23.6,203.2,70.0,21.1,2936,409,559,897,691,0,1,10,16,7,6,0,0,6,9,4,1,0,3,3,0,-,-,-,-,2650,1
48-291,Texas,Liberty,75141,65,16.3,27.3,62.5,9.2,1.0,85.9,12.3,0.5,0.5,13.4,72.6,18.6,7.4,1.4,12.4,5.8,1.2,20.1,6.8,34.0,30.0,28.7,259.4,97.2,15.9,14660,2148,1953,3922,3226,0,4,51,61,32,29,0,0,11,11,15,11,2,7,6,4,-,-,-,6.0,12191,1
48-293,Texas,Limestone,22763,25,18.0,25.8,59.0,13.2,2.0,79.8,18.5,0.6,0.3,15.9,74.0,-,7.2,1.3,13.9,8.3,0.9,30.4,5.1,39.9,34.1,23.8,214.7,69.4,15.8,4830,519,693,1212,990,0,0,18,39,13,18,0,0,13,9,13,7,14,2,5,22,-,-,-,14.4,4243,2
48-295,Texas,Lipscomb,3101,3,13.7,27.2,56.6,13.4,2.8,97.5,0.6,1.6,0.1,27.7,75.9,-,5.7,-,8.6,6.5,1.3,21.1,-,24.5,-,-,153.5,48.4,-,514,59,106,162,129,0,1,1,4,1,1,0,0,0,2,1,0,0,0,0,0,-,-,-,-,564,1
48-297,Texas,Live Oak,11717,11,17.8,21.5,61.1,15.1,2.4,96.6,2.6,0.3,0.3,40.5,77.1,-,7.4,0.8,13.3,8.4,1.5,18.2,5.6,34.3,16.8,18.4,184.3,54.7,15.3,2656,263,432,659,520,0,1,16,19,0,19,0,0,4,13,4,2,2,2,0,1,-,-,-,-,1905,1
48-299,Texas,Llano,18236,20,12.3,16.8,52.9,26.6,3.7,98.0,0.5,0.4,0.4,7.3,77.8,-,7.6,1.3,11.4,5.9,2.0,13.4,8.0,28.0,23.0,20.3,112.1,63.3,17.8,2337,355,547,1080,709,1,2,16,18,11,6,0,0,9,10,1,2,30,3,0,0,-,10.8,-,-,2705,2
48-301,Texas,Loving,62,0,13.4,21.0,54.8,22.6,1.6,100.0,0.0,0.0,0.0,17.7,75.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,4,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,11,1
48-303,Texas,Lubbock,252284,280,17.6,27.6,61.1,9.9,1.4,89.1,7.7,0.7,1.5,29.5,76.0,15.5,10.3,1.6,16.9,6.5,1.2,22.6,5.8,36.3,20.8,17.8,177.3,54.6,12.8,32092,5562,4956,13139,12201,2,15,158,141,973,134,2,7,79,30,33,30,22,15,3,30,26.7,25.5,24.7,8.4,46251,2
48-305,Texas,Lynn,6237,7,18.9,30.4,54.7,13.8,1.2,95.1,3.4,1.3,0.1,46.1,75.4,-,7.7,1.1,13.4,9.5,0.8,21.7,8.4,28.3,-,19.5,199.9,41.0,16.3,1438,176,116,314,272,1,1,10,10,8,10,0,0,1,7,1,1,0,1,0,1,-,-,-,-,1520,1
48-307,Texas,McCulloch,7956,7,20.6,26.3,54.8,16.5,2.5,97.2,1.9,0.3,0.3,29.9,75.4,-,9.2,1.2,12.3,9.0,1.0,21.9,6.9,35.2,28.0,29.5,259.2,76.5,12.1,1554,192,264,421,329,0,1,8,13,8,13,0,0,1,9,1,2,3,2,0,1,-,-,-,-,1777,2
48-309,Texas,McLennan,224668,216,18.0,28.7,58.9,10.6,1.7,81.7,15.2,0.6,1.4,20.5,75.8,16.0,7.5,1.4,12.1,7.7,1.3,31.4,8.2,31.4,25.6,24.0,181.5,63.9,9.5,31130,5447,4944,11560,10646,3,13,72,124,258,117,0,7,52,26,24,26,16,13,29,26,26.0,26.2,22.2,7.2,38780,2
48-311,Texas,McMullen,883,1,13.4,19.3,62.3,15.9,2.5,97.5,1.1,0.5,0.9,35.3,77.1,-,-,-,-,-,-,11.5,-,26.4,-,-,178.4,-,-,161,20,33,51,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,172,1
48-313,Texas,Madison,13167,28,19.4,21.9,64.5,11.6,1.9,76.7,21.8,0.4,0.8,18.8,74.9,-,9.1,1.3,12.6,7.7,1.9,18.2,6.6,38.2,26.3,24.6,239.8,57.1,12.1,2368,287,511,735,621,0,0,17,19,7,6,0,0,1,6,9,3,19,3,8,5,-,-,-,-,2076,1
48-315,Texas,Marion,10952,29,21.2,22.5,57.5,17.8,2.3,74.8,22.9,0.9,0.2,3.7,73.5,-,10.0,1.6,13.5,8.2,1.6,20.4,7.6,46.9,28.3,21.0,249.8,70.6,12.5,2527,285,412,608,444,0,0,2,16,4,4,0,0,4,6,2,3,0,1,11,3,-,-,-,-,2151,1
48-317,Texas,Martin,4391,5,17.2,33.0,54.1,11.5,1.4,96.1,1.7,1.2,0.5,41.2,77.0,-,6.9,1.3,12.4,7.2,1.3,27.4,6.3,30.2,-,-,278.7,65.0,-,886,104,145,213,186,0,0,1,6,4,15,0,0,9,8,6,1,1,1,0,0,-,-,-,-,970,2
48-319,Texas,Mason,3880,4,14.2,20.6,56.4,19.5,3.6,98.8,0.1,0.7,0.1,22.2,75.4,-,6.4,-,11.5,5.8,-,19.5,-,22.7,36.4,16.9,152.0,55.4,-,615,65,114,220,159,0,0,1,5,0,1,0,0,1,3,0,1,0,3,0,0,-,-,-,-,879,1
48-321,Texas,Matagorda,37849,34,18.1,29.3,57.8,11.5,1.4,83.7,12.4,0.9,2.4,34.7,74.4,22.2,7.4,1.5,13.2,8.5,1.1,22.5,7.2,41.0,29.2,22.2,241.4,67.4,13.3,6980,1364,760,1927,1633,0,0,9,38,4,21,0,0,5,10,4,8,3,8,20,4,-,-,21.5,9.4,7975,2
48-323,Texas,Maverick,51181,40,29.8,36.6,53.3,8.9,1.1,96.7,0.8,1.6,0.9,95.2,78.1,-,7.0,1.1,14.5,6.9,1.3,21.9,3.7,21.2,18.1,12.8,172.0,28.4,6.1,16042,2566,1663,2350,2210,1,0,20,48,26,26,0,0,11,12,2,10,1,10,0,5,-,-,-,11.2,17347,2
48-325,Texas,Medina,43027,32,16.2,27.5,59.8,11.2,1.5,95.3,2.7,0.8,0.6,46.7,77.3,-,7.1,0.8,14.9,6.7,1.8,13.5,5.8,33.6,20.9,15.5,178.3,47.5,9.2,7658,920,1284,2242,1864,0,0,33,40,13,22,0,0,0,10,4,8,3,8,2,4,-,-,-,13.1,7264,1
48-327,Texas,Menard,2201,2,21.4,20.4,55.6,20.9,3.1,97.2,1.1,0.7,1.0,31.5,75.4,-,10.5,-,15.9,7.3,-,32.3,-,35.2,-,24.0,210.2,73.1,-,483,51,64,126,93,0,0,3,3,0,1,0,0,1,2,0,1,1,2,0,0,-,-,-,-,622,1
48-329,Texas,Midland,121371,135,15.4,29.6,58.6,10.5,1.2,90.3,7.1,0.8,1.1,34.0,77.1,13.1,7.6,1.3,12.5,7.1,1.5,17.7,6.5,39.8,23.6,19.4,190.5,56.6,12.6,15461,2507,3008,6152,5286,0,4,30,56,37,35,0,0,10,11,17,14,81,14,3,7,25.2,23.2,20.5,6.2,21240,2
48-331,Texas,Milam,25354,25,16.7,27.4,55.9,14.2,2.5,88.0,10.5,0.6,0.3,20.6,75.7,-,7.6,1.4,16.7,7.3,1.3,20.8,4.8,38.7,24.7,18.5,196.0,56.2,9.7,4809,606,672,1323,1056,0,0,34,43,16,19,0,0,9,10,3,7,10,2,9,24,-,-,-,10.0,4520,1
48-333,Texas,Mills,5237,7,16.2,23.8,54.9,17.8,3.5,98.0,1.4,0.1,0.2,15.9,76.0,-,6.2,-,11.3,5.5,1.1,11.5,-,21.0,-,19.3,176.7,48.3,22.3,831,95,120,287,225,0,1,4,7,0,2,0,0,0,4,2,2,0,4,0,0,-,-,-,-,1044,1
48-335,Texas,Mitchell,9413,10,22.0,21.6,65.1,11.5,1.8,84.9,13.9,0.7,0.4,32.7,76.2,-,8.0,0.7,11.8,10.3,1.1,21.2,4.7,41.6,28.8,19.4,279.7,67.5,14.4,1810,209,287,530,435,0,1,5,12,1,5,1,0,5,8,6,3,0,2,0,1,-,-,-,-,1517,2
48-337,Texas,Montague,19677,21,14.8,24.1,56.4,17.1,2.4,97.5,0.4,0.7,0.4,6.7,75.0,-,6.6,1.0,11.8,6.7,1.1,16.6,2.9,28.6,36.8,25.7,244.7,79.2,18.6,3629,425,604,1070,815,0,2,23,24,5,9,0,0,35,15,6,4,2,8,1,2,-,-,-,-,3116,2
48-339,Texas,Montgomery,378033,362,10.4,28.1,63.0,8.1,0.8,92.8,4.1,0.5,1.6,15.9,75.9,19.6,6.9,1.2,12.1,3.7,2.1,15.2,6.4,21.3,28.0,21.9,210.1,64.2,15.8,44144,8074,9705,19532,16217,3,10,134,138,62,59,0,10,25,30,16,20,15,20,4,10,23.1,24.9,17.1,7.4,44481,2
48-341,Texas,Moore,20348,23,14.0,34.5,55.2,9.2,1.1,96.1,1.3,0.9,1.0,50.6,77.3,-,6.8,1.0,10.1,9.1,0.9,31.9,7.8,34.0,22.4,15.5,198.5,51.9,13.5,4365,422,419,962,858,1,2,36,28,39,12,0,0,91,8,16,4,0,6,1,2,-,-,-,-,4063,2
48-343,Texas,Morris,12936,51,17.1,24.8,56.7,16.4,2.1,74.8,23.6,0.5,0.3,4.3,73.5,-,8.5,1.5,12.9,8.5,1.0,17.6,4.7,42.9,32.2,25.0,272.4,77.1,19.9,2310,370,428,699,543,1,3,6,18,1,8,0,0,0,8,4,3,3,3,28,4,-,-,-,-,2394,1
48-345,Texas,Motley,1299,1,15.4,23.5,51.4,21.9,3.1,94.9,4.3,0.7,0.1,11.0,76.3,-,5.7,-,8.0,5.7,-,29.6,-,16.4,-,-,203.9,70.5,-,245,28,40,71,50,0,0,2,2,0,1,0,0,0,1,0,1,0,1,0,0,-,-,-,-,279,1
48-347,Texas,Nacogdoches,60468,64,19.9,27.7,60.6,10.2,1.6,81.4,16.4,0.5,0.9,14.2,75.2,22.4,7.6,1.4,12.9,6.0,1.1,16.8,7.7,36.8,21.5,25.6,212.3,63.4,10.0,8920,1568,1281,3162,3157,2,0,50,59,52,30,0,3,10,9,23,12,9,6,1,9,34.5,27.8,25.6,9.8,10555,2
48-349,Texas,Navarro,48687,48,17.2,28.4,58.4,11.2,2.0,81.9,15.6,0.6,1.3,20.7,74.6,-,7.9,1.0,12.9,7.1,0.9,33.7,7.9,40.1,24.6,26.5,211.5,76.6,15.2,8635,1179,1361,2511,2127,0,9,17,41,37,28,0,0,11,14,10,11,2,2,0,5,-,-,-,9.3,8323,2
48-351,Texas,Newton,14309,15,20.1,24.6,61.1,13.1,1.2,77.4,20.9,0.6,0.5,4.5,74.6,-,7.9,1.2,12.9,8.4,0.5,20.8,4.8,40.2,20.8,20.4,289.2,69.1,10.5,3008,549,418,774,616,0,0,13,27,7,22,0,0,6,16,2,4,1,1,0,7,-,-,-,-,2547,2
48-353,Texas,Nolan,14878,16,20.1,28.2,55.2,14.4,2.1,92.9,5.4,0.7,0.6,31.1,76.0,-,7.4,1.3,11.6,10.0,0.7,16.9,6.3,41.2,24.1,20.4,242.7,60.4,16.5,2831,373,463,768,633,3,2,45,27,28,9,0,0,8,11,6,5,0,9,0,6,-,-,-,-,3197,2
48-355,Texas,Nueces,319704,383,19.6,28.9,59.8,10.1,1.3,92.5,4.3,0.8,1.5,58.2,76.3,18.3,8.3,1.5,15.7,5.8,1.7,15.7,6.0,43.9,25.1,16.7,176.4,53.7,10.7,50577,8701,7197,16353,13872,2,9,169,160,202,122,0,9,23,38,50,38,40,38,6,19,28.6,30.9,23.8,9.4,66072,2
48-357,Texas,Ochiltree,9385,10,11.9,30.7,58.3,10.1,0.9,97.5,0.4,1.0,0.6,39.2,75.9,-,5.6,0.9,10.1,6.5,1.4,14.2,3.7,27.8,-,24.0,257.2,38.4,17.3,1754,167,167,468,396,0,1,8,13,2,5,0,0,5,4,0,2,2,3,0,1,-,-,-,-,1619,2
48-359,Texas,Oldham,2118,1,13.2,34.1,54.1,10.6,1.2,95.0,2.8,1.4,0.5,12.6,77.3,-,8.4,-,8.8,2.9,-,23.1,-,13.4,-,-,275.7,71.3,-,243,46,37,102,96,0,0,1,2,6,1,0,0,4,2,0,1,0,1,0,0,-,-,-,-,472,1
48-361,Texas,Orange,84983,238,14.5,26.6,60.1,12.0,1.3,89.0,8.7,0.6,0.8,4.4,73.7,25.6,8.2,1.6,12.1,5.4,1.0,14.0,7.3,34.4,22.2,16.9,262.9,81.9,13.5,11635,3302,1806,4476,3613,1,4,58,72,4,34,0,0,13,13,15,13,4,8,2,4,26.3,31.6,32.3,10.0,12108,2
48-363,Texas,Palo Pinto,27478,29,16.3,25.8,58.6,13.6,2.1,95.2,2.3,0.7,0.7,15.1,73.7,-,6.6,1.5,11.7,7.2,1.1,17.4,9.9,40.1,28.9,24.2,264.5,81.2,18.0,5257,647,834,1463,1153,95,5,13,24,4,16,0,0,18,8,19,7,1,1,0,3,-,-,-,9.3,5356,2
48-365,Texas,Panola,22997,29,14.6,25.5,58.5,13.8,2.2,81.1,17.4,0.4,0.5,5.1,76.3,-,8.2,1.2,13.6,6.4,1.2,20.9,11.1,32.8,24.8,19.4,181.8,74.0,8.6,3678,570,661,1229,974,2,5,7,32,1,14,0,0,0,14,4,5,4,5,12,7,-,-,-,13.7,3291,1
48-367,Texas,Parker,102801,114,11.0,25.8,63.7,9.7,0.9,95.9,2.1,0.6,0.5,8.4,76.1,18.1,7.0,0.9,12.7,4.7,1.9,15.0,5.4,27.3,23.5,17.7,224.6,69.4,13.5,13155,2270,2201,5485,4504,2,14,69,64,17,28,0,5,25,9,10,5,8,28,4,0,26.5,23.8,22.5,7.5,12466,2
48-369,Texas,Parmer,9754,11,14.6,32.5,54.1,11.4,2.1,95.7,2.0,1.4,0.9,56.2,76.8,-,6.1,1.1,12.2,6.4,1.3,40.7,14.3,28.8,25.6,17.6,201.0,29.2,14.1,2251,197,321,476,420,3,1,23,16,9,8,0,0,11,7,0,2,4,3,0,3,-,-,-,-,2298,1
48-371,Texas,Pecos,15859,3,21.0,27.3,61.1,10.4,1.3,93.4,5.1,0.6,0.6,62.9,76.8,-,6.8,1.0,13.3,11.2,0.8,26.0,8.1,44.7,30.5,19.5,192.7,41.7,11.7,3571,361,466,833,770,0,2,29,20,16,53,0,2,34,26,19,5,0,5,0,2,-,-,-,-,3365,2
48-373,Texas,Polk,46640,44,16.8,22.4,57.7,17.5,2.4,85.1,12.0,1.6,0.6,10.0,73.8,27.1,8.2,1.6,13.9,7.7,1.3,13.3,7.2,36.9,30.0,17.3,226.3,80.7,17.7,9737,1050,1483,2588,1975,0,2,9,28,4,9,0,2,7,6,1,4,1,13,2,2,-,25.4,26.3,9.0,6404,1
48-375,Texas,Potter,119852,132,20.8,30.2,58.1,10.0,1.6,84.6,10.4,1.0,2.6,31.9,72.9,20.5,9.3,1.6,14.2,8.0,1.0,22.6,10.1,39.9,27.6,20.2,202.2,68.4,19.7,21189,2617,2215,6013,5058,2,7,47,66,51,63,0,3,10,14,13,14,41,7,36,14,30.6,17.8,26.7,8.3,23372,2
48-377,Texas,Presidio,7722,2,27.7,32.7,51.8,13.3,2.2,98.7,0.7,0.3,0.2,83.7,77.9,-,6.6,0.6,12.3,8.8,1.4,25.7,2.3,33.4,-,15.2,142.0,25.7,-,2493,358,131,376,333,0,1,2,10,1,6,0,1,11,9,1,2,0,1,0,0,-,-,-,-,2342,1
48-379,Texas,Rains,11305,49,14.2,21.5,61.1,15.5,1.9,95.1,3.0,0.9,0.6,7.8,75.1,-,7.2,1.3,11.8,6.9,0.9,17.1,11.1,29.4,23.4,17.9,168.8,89.7,12.8,2159,240,367,635,482,3,1,7,13,1,4,1,0,0,3,1,2,0,2,0,0,-,-,-,-,1706,1
48-381,Texas,Randall,110053,120,8.5,26.4,62.6,9.8,1.1,94.9,2.0,0.7,1.4,12.8,78.8,18.0,8.0,1.6,12.4,3.8,1.5,12.4,8.8,23.4,29.3,16.6,149.2,45.5,14.6,7350,2237,1711,5821,4937,2,16,96,74,106,32,0,5,12,11,7,5,5,32,1,0,23.7,30.7,22.7,7.8,14183,2
48-383,Texas,Reagan,2995,3,12.7,31.6,56.6,10.8,1.0,95.0,3.8,0.7,0.5,50.4,76.9,-,6.8,0.3,11.6,5.9,1.4,32.5,1.9,24.9,-,-,278.5,62.0,-,653,64,54,148,131,0,1,3,4,4,1,0,0,6,4,0,1,0,2,0,0,-,-,-,-,673,2
48-385,Texas,Real,3031,4,20.6,22.1,55.0,20.2,2.7,98.3,0.2,0.7,0.3,23.2,76.8,-,7.4,-,12.9,7.1,1.8,15.3,-,35.3,-,23.4,212.6,62.2,-,573,65,100,169,129,0,0,2,4,1,1,0,0,1,2,1,1,0,2,0,0,-,-,-,-,835,2
48-387,Texas,Red River,13575,13,19.0,23.3,57.1,16.5,3.0,81.6,17.0,0.5,0.2,4.4,74.7,-,8.0,1.5,11.7,9.9,1.0,33.8,4.7,39.6,31.3,29.5,293.0,72.6,21.2,3222,394,473,745,565,1,1,13,18,6,7,0,0,8,13,6,4,1,3,0,1,-,-,-,-,2999,1
