Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Meas_Rpt,Pert_Rpt,Pert_Exp,CRS_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Meas_Exp$$1.0,Meas_Exp$$2.0,CRS_Rpt$$1.0
-0.14934308793372073,-0.09864082174109329,-0.6043237829165355,0.6380099959834502,0.5991919359764715,-0.8967831813417753,-1.2807699534347483,-0.3912514600345225,0.5716228791412286,-0.19210333036120333,-0.18973100038160595,-0.4267108915299884,-0.7126676464593065,0.8294162259256376,0.2887714596856652,0.4690709689525436,1.0128910161215048,0.1546409407573218,-0.38330764617765556,-0.7349930315456147,-0.5468103073723934,-0.3615474569970116,1.421832648694687,-1.2114747382337876,-0.38791868030645454,0.4665016567839959,0.6281652805850622,-0.11259524218000348,-0.20446352875241805,-0.04508552408514914,-0.16861885685755595,-0.15637269004907253,-0.22449714187488784,-0.06870541209769937,0.0320665229253597,-0.1781854943103278,-0.2317421991638896,-0.21361824500574655,-0.31156191338033196,-0.4521751500194265,-0.25484784255569803,-0.2372143679444054,-0.21517602120787716,-0.24225234724504213,-0.09550626510411139,-0.2001068584316524,0.024433868059430763,0.0,-0.004659096900104525,-0.16895490586397854,0.23022674603126161,-0.08044649947172462,0.0860002389048226,0.6922865369035743,0.716023571784912,2.484670660967408,-0.12765141221234635,0.0,0.0,0.0
0.22265551318175797,-0.08689131848188252,-0.645292675416302,-0.3981789375139718,0.0031594843424706974,0.5131447267280697,-0.33237080701692284,0.08559050811569432,0.06279903008155008,-0.19210333036120333,-0.2622789427029431,-0.37856739447079135,0.13880297010006623,-0.3546062456055574,0.5609001911632787,1.091332562645369,1.4309919561552757,-0.19895604279456464,0.17548935326115592,-0.3743556049117324,-0.11226708579698837,-0.5927539629297108,-0.6995512925118514,-1.3447290385163049,-0.718345294442377,0.24236243005794997,0.15526639824423263,0.17233704430562125,0.015180792944567712,0.06996888647362383,0.24033353573185431,0.1296607615919303,-0.22449714187488784,-0.06870541209769937,0.5270755745252237,0.2295903590521472,0.21555658969278066,-0.17792711300170025,-0.31156191338033196,0.5188147429954473,-0.23225226933460835,0.2651219406437472,0.256560647889638,0.017261571872124525,-0.09550626510411139,-0.28062484597708687,0.616027859050178,0.0,-0.1676625984747916,-0.1132924985181709,0.1232783302635367,-0.6778921747291953,-0.13214458202013946,1.0623442743061413,0.30535593431728975,-0.2372706815171621,0.1307645517793089,0.0,0.0,0.0
-0.21526713855342733,-0.12801457988912024,1.792356428319788,-0.15436977669104865,0.6587951811398725,-0.356810791017154,-0.5431261728875507,-2.1561860174736363,2.6000422774196763,-0.2051339648505684,-0.2985529138636117,-0.31437606505852855,-0.9130136738850454,0.7554148214549375,1.867118102255824,1.091332562645369,2.016333272202554,1.3038311373009532,-0.7185858458409422,1.233486255497659,-0.11226708579698837,1.6126004013514195,0.7634721152167956,0.4542040152976789,-1.9901760356447953,0.8377322510490098,-0.6671664406093838,-0.11177598833357621,-0.23006164469777454,-0.0603375903632148,-0.2336933910094819,-0.2092667282234024,-0.4127270552225909,-0.5001754000712515,0.0623731995539228,-0.20083970838602083,-0.26800966853064667,-0.12439041499563079,-0.31156191338033196,-0.4521751500194265,-0.23225226933460835,-0.15349164984637997,-0.2780742437542125,-0.09395867917808975,-0.09550626510411139,-0.28062484597708687,-0.1604392541251778,0.0,-0.045409972293776295,-0.14112370219107473,1.266523665413462e-15,2.4763123266319965e-14,0.35262168670199917,-6.573545928080323e-15,-1.1114474149460074,-0.4705799394444112,-0.13798218933818232,0.0,0.0,0.0
-0.2377814519099347,-0.12625215440023863,0.7066807770759832,-0.06294134138245235,0.8972081617934718,-0.5668000539211733,-0.9646369046288065,-0.632768820526191,0.9291747730750566,-0.21816459933993348,-0.37110085618494887,-0.4507826400595869,-1.5641382630186862,0.38540779910143913,0.6153259374588013,0.6764915001834851,0.7620304521012418,0.7734356619731233,-0.9421046456164669,-0.22409001048094818,0.865455162747674,-0.16591118274626623,0.6903209448303635,-0.8783389875274946,-0.13230563918243946,0.4174712009376731,0.2580705031009347,-0.1406389315384751,-0.25640897379275124,-0.07476425070152633,-0.25820357336425626,-0.22896188471818316,-0.22449714187488784,-0.28444040608447546,-0.38212472433166933,-0.16685838727248126,-0.24383135561947528,-0.12439041499563079,-0.31156191338033196,-0.4521751500194265,-0.23225226933460835,0.04186135904901272,-0.1522777986615418,-0.16810551321156594,-0.09550626510411139,-0.2001068584316524,-0.1604392541251778,0.0,-0.12691172308111984,-0.05763009117236326,1.266523665413462e-15,1.9110390847198513,-6.888943015640885e-15,-6.573545928080323e-15,3.647461332679767e-15,2.0569370214341185,-0.17115424142131866,0.0,0.0,0.0
-0.12612703822295862,-0.09629092108925114,-0.29705708916828905,-0.09341748648531815,0.5395886908130727,-0.20681846037142582,-0.8592592216934924,0.6243600045971073,-0.5147847985807876,-0.19210333036120333,-0.3348268850242803,-0.0576107474094775,-0.11162956418210387,1.5694302706326344,0.016642728208051606,0.2616504377216015,0.3857396060708486,0.11044131781333613,-0.4950670460654177,-0.1639837727086347,0.5757596816974034,-1.1351999960795047,0.7086087374269713,-1.0115932878100116,-0.8908321433309405,0.9147801102360889,0.17582721921557298,-0.018255010787571996,-0.19884443013026662,-0.027500788846908732,-0.13896153620827897,-0.141374481444646,-0.31861209854873934,0.03916208489568866,-0.2204891156459995,-0.1781854943103278,-0.1471181039747898,-0.32069164101788544,0.003918385882564657,0.2760672697417288,-0.20965669611351864,-0.2093067952450636,-0.1837269099347095,-0.13103209619482784,-0.09550626510411139,-0.2001068584316524,-0.08649000525133436,0.0,-0.1676625984747916,-0.14112370219107473,1.2462366958246458,-1.0761892915675126,0.013285298596501629,-6.573545928080323e-15,0.10002211558347864,0.22934783433733572,-0.08293966227588262,0.0,0.0,0.0
-0.27192500540695175,-0.13623923217056777,2.6322187245649946,-0.03246519627958763,0.8674065392117736,-0.8367862490834842,0.08913992472433299,-3.6672177087548423,4.291537775645095,-0.2051339648505684,-0.3348268850242803,-0.08970641211560884,-2.215262852152327,-5.258116038270066e-15,3.336613252234937,2.9581173437238455,4.483128818401803,2.6740194485645135,-0.60682644595318,2.4957172487162462,2.132872892342606,3.070979900311521,0.7451843226201873,0.3653678151093343,0.6303771745778346,-0.6121683718351015,-7.304670991224928e-16,-0.19330224930753004,-0.26027990839912224,-0.0909852717784338,-0.2944786432493223,-0.25399448199745733,-0.4127270552225909,-0.39230790307786345,-0.3013069199888344,-0.30278367172663956,-0.19547472979713254,-0.28500050901383917,-0.31156191338033196,-0.4521751500194265,-0.25484784255569803,-0.12558407714703815,-0.24662513248104484,-0.20517893022830402,-0.09550626510411139,-0.28062484597708687,-0.12346462968825607,0.0,-0.08616084768744806,-0.08546129484526707,1.266523665413462e-15,2.4763123266319965e-14,-6.888943015640885e-15,-6.573545928080323e-15,3.647461332679767e-15,-1.0361012400361641e-15,-0.1898375617552773,0.0,0.0,0.0
-0.24022936942477677,-0.13095195570392293,1.3621830570722424,0.2418201096462013,-0.5332697221281292,0.2431585315657588,0.29989529059496056,-1.8279701173182923,2.263118377366646,-0.23119523382929857,-0.2985529138636117,-0.49090222094225117,-1.6643112767315558,0.7924155236902879,1.214009146709552,0.8839120314144272,1.5982323321687835,1.8784262355727686,-0.60682644595318,0.3769723672421888,-0.5830222425036774,1.6126004013514195,-1.0653071444440132,-0.7895027873391492,0.7883169398251936,-0.43005525012018886,-0.33819330506793727,-0.16147738835016337,-0.23405744816241555,-0.07203682237886046,-0.2615124479821508,-0.22922875675740784,-0.4127270552225909,-0.5001754000712515,-0.24069356673170822,-0.08756863800755556,-0.2196530427083039,-0.10654484899360764,-0.31156191338033196,-0.4521751500194265,-0.27744341577678777,-0.09767650444769635,-0.12082868738837413,-0.09395867917808975,-0.09550626510411139,-0.28062484597708687,-0.3083377518728646,0.0,-0.025034534596940407,0.35983796392119405,-0.35798954069122413,2.4763123266319965e-14,-0.5199575969978507,-6.573545928080323e-15,0.8597572448985797,0.6570814738706252,-0.15759967568883887,0.0,0.0,0.0
0.05800858113348096,-0.03871835511911835,0.6247429920764503,-0.21532206689677919,0.3905805779045725,-0.026827663596552073,-0.6485038558228647,-0.5398775280293956,0.7366468301876107,-0.2051339648505684,-0.11718305806026874,-0.4026391430003899,-1.6142247698751244,1.7359334306917085,0.7786031763453698,1.091332562645369,0.9292708281147503,0.022042071925364424,-1.0538640455042292,-0.8552055070902422,0.7568193573538223,-0.5127209416453148,0.013672618755863758,-0.6562484870566324,-0.03671051811166899,1.0408584252694897,0.011340651444849557,0.15746443601663404,-0.028648176308213414,0.09828389892866808,0.059325839041845636,0.011810069070315394,-0.4127270552225909,-0.17657290909108742,-0.15987576238887327,0.08233796756014235,0.11884333804809522,0.17898420703876278,-0.15382176374888365,-0.4521751500194265,-0.23225226933460835,-0.06976893174835454,-0.05793046484203878,0.1655552399390769,-0.09550626510411139,-0.28062484597708687,0.09838311693327419,0.0,-0.025034534596940407,-0.029798887499459435,0.47977304948928556,0.7410413040073033,0.6919580748074959,1.7760270535825218,0.4901563711777195,1.3181243713311634,0.06954920221451504,0.0,0.0,0.0
-0.1922697694739911,-0.11215275048918569,0.5837740995766842,-0.0019890511767218367,-0.23525349631112877,0.21316006543661328,0.08913992472433299,-1.6236092738253425,2.0362104446778706,-0.24422586831866366,-0.3348268850242803,-0.46683047241265263,-1.263619221880085,2.7719530932815037,0.9418804152319383,1.298753093876311,1.389181862151898,1.1270326455250097,-0.9421046456164669,-0.02874473772092855,0.03258065472814687,1.5414599379875118,-0.18749309980682483,-1.6778647892225984,-1.6680620407324183,0.31240593840983943,-0.1531459163258735,-0.06999404216578592,-0.19509836438216568,-0.05430853828153238,-0.2099797895812377,-0.19624337270923845,-0.4127270552225909,-0.28444040608447546,-0.1497735368460189,-0.20083970838602083,-0.26800966853064667,-0.24930937700979286,-0.31156191338033196,-0.4521751500194265,-0.23225226933460835,-0.2372143679444054,-0.2780742437542125,-0.16810551321156594,0.7216318069038171,-0.28062484597708687,-0.3083377518728646,0.0,-0.1472871607779557,-0.16895490586397854,1.4601335273600955,1.4131676886719573,-6.888943015640885e-15,-6.573545928080323e-15,-2.3434503273488745,3.612332074282445,-0.13052717818531842,0.0,0.0,0.0
-0.22797019851044772,-0.12096487793359377,0.3789296370778532,-0.8857972591598181,0.3309773327411716,0.723133989632089,-0.7538815387581788,0.38903539693855893,-0.23974488017015064,-0.21816459933993348,-0.2985529138636117,-0.4748543885891855,-0.5123216190335746,-5.258116038270066e-15,0.45204869857223373,-0.3606111559712243,0.13487904205058554,1.2596315143569672,-0.9421046456164669,-0.5546743182286736,-0.0036312804031367794,-0.5305060574862915,-2.8026474411217817,-1.3447290385163049,-0.637297257012811,-0.3179856367571656,0.8543343112698063,-0.11872914277376656,-0.24317287481612787,-0.06564889814945885,-0.24484552398090423,-0.22330419748662012,-0.31861209854873934,-0.28444040608447546,-0.41243140096023245,-0.13287706615894168,-0.20756388625271824,-0.24930937700979286,-0.15382176374888365,-0.4521751500194265,-0.27744341577678777,-0.15349164984637997,-0.21517602120787716,-0.13103209619482784,-0.09550626510411139,-0.28062484597708687,-0.1974138785620995,0.0,-0.1472871607779557,-0.22461731320978617,1.266523665413462e-15,2.4763123266319965e-14,-6.888943015640885e-15,-6.573545928080323e-15,0.10002211558347864,2.134706774076535,-0.16624529058847462,0.0,0.0,0.0
